start_id,end_id,normalized_relation
C0683312,C0014239,BE_TRANSMITTED
C0683312,C0012634,BE
C0683312,C1615608,BE
C0037356,C0683312,BE
C0037356,C0205250,BE
C0037356,C0026565,BE
C0037354,C1280500,BE
C0037354,C3537093,SPREAD_IN
C0037354,C0439851,SPREAD_IN
C0700321,C1301808,BE
C0700321,C0043084,BE
C0032659,C0205250,BE
C0037354,C0872021,BE
C0042196,C0199168,BE
C0042196,C0026126,BE
C0683312,C1513371,BE
C0683312,C0026565,BE
C0683312,C0012634,BE
C0683312,C0016452,SPREAD_IN
C0683312,C0043047,SPREAD_IN
C0683312,C0450254,BE
C0450254,C0205221,BE
C0450254,C0205250,HAVE_POTENTIAL_FOR
C0450254,C0205250,HAVE_POTENTIAL_FOR
C0450254,C0018684,BE
C0445623,C1167395,BE
C0445623,C0489451,PASS_TO
C0445623,C1167395,SPREAD_IN
C0445623,C0014239,SPREAD_IN
C0445623,C0444099,PASS_TO
C0445623,C0004048,PASS_TO
C0445623,C0232478,PASS_TO
C0445623,C1519279,PASS_TO
C0205266,C0009450,PROTECT_FROM
C0026724,C0009450,PROTECT_FROM
C0205266,C4045969,BE
C0026724,C4045969,BE
C0205266,C1136254,BE
C0026724,C1136254,BE
C0035243,C0029235,BE
C0851162,C0029235,BE
C1279264,C0029235,BE
C0029235,C0221908,BE
C0029235,C0221908,BE
C0037278,C0029235,BE
C0029235,C0205145,BE
C0439794,C0009450,BE
C0205251,C0445623,PROMOTE_GROWTH_OF
C0015684,C0445623,PROMOTE_GROWTH_OF
C0038172,C3245505,BE_TYPE
C0006837,C3245505,BE_TYPE
C0038172,C0314761,BE_TYPE
C0006837,C0314761,BE_TYPE
C1853193,C0445623,BE
C1853193,C0043250,BE
C0038170,C0184898,PASS_TO
C0033809,C0006434,PASS_TO
C0004623,C0033095,PASS_TO
C0745442,C0016397,BE
C0745442,C0243026,BE
C0085178,C0005767,BE
C0085178,C0019163,BE
C0085178,C0019196,BE
C0085178,C0019682,BE
C0450254,C0021585,BE
C0450254,C0003044,BE
C0553580,C0444099,BE
C0553580,C0444099,BE
C0005658,C0444099,BE
C0553580,C0444099,BE
C0553580,C0444099,BE
C0553580,C0003725,BE
C0553580,C0003725,BE
C0005658,C0003725,BE
C0553580,C0003725,BE
C0553580,C0003725,BE
C0003725,C0043395,BE
C0003725,C0014038,BE
C0553580,C0032064,BE
C0553580,C0032064,BE
C0005658,C0032064,BE
C0553580,C0032064,BE
C0553580,C0032064,BE
C0553580,C0024198,BE
C0553580,C0024198,BE
C0005658,C0024198,BE
C0553580,C0024198,BE
C0553580,C0024198,BE
C0553580,C0035793,BE
C0553580,C0035793,BE
C0005658,C0035793,BE
C0553580,C0035793,BE
C0553580,C0035793,BE
C0553580,C0024530,BE
C0553580,C0024530,BE
C0005658,C0024530,BE
C0553580,C0024530,BE
C0553580,C0024530,BE
C0553580,C0023281,BE
C0553580,C0023281,BE
C0005658,C0023281,BE
C0553580,C0023281,BE
C0553580,C0023281,BE
C0553580,C0016085,BE
C0553580,C0016085,BE
C0005658,C0016085,BE
C0553580,C0016085,BE
C0553580,C0016085,BE
C0003044,C0004611,BE
C0003044,C0030635,BE
C0003044,C0042776,BE
C0003044,C0034494,BE
C0036315,C0014239,BE
C0036315,C0014442,BE
C0014442,C0015350,BE
C0011635,C0205266,INFECT
C0011635,C0018494,INFECT
C0011635,C0027342,INFECT
C4072750,C0520510,PASS_TO
C4072750,C0520510,PASS_TO
C0231174,C1290807,BE
C0017133,C0450254,PROTECT_FROM
C0017133,C4072750,BE
C0042629,C1708335,INFECT
C1882074,C1881203,BE
C0013371,C0017119,BE
C0017534,C0017119,BE
C0013371,C0221423,BE
C0017534,C0221423,BE
C0311419,C0017189,BE
C0920330,C0017189,BE
C0011740,C0017189,BE
C0057256,C0017189,BE
C0314761,C0017189,BE
C1327616,C0017189,BE
C0003241,C0032112,BE
C0032112,C0599921,LOCATE_IN
C0024651,C0599757,BE
C0599757,C0024874,BE
C0450254,C0599757,BE
C0450254,C0545876,BE
C0206435,C0599757,BE
C0580247,C0599757,BE
C0042629,C0599757,BE
C4048836,C0599757,BE
C0036957,C0599757,BE
C0017189,C1762617,OCCUR_IN
C0017189,C0029235,OCCUR_IN
C0001075,C0520990,BE
C0003232,C0520990,BE
C0003232,C0004611,BE
C5139166,C0238106,BE
C0031133,C0520990,BE
C0028778,C0520990,BE
C0019159,C1622204,BE
C0035870,C1622204,BE
C1167398,C0005388,BE
C1167398,C0544420,BE
C0038172,C0016452,BE
C0004590,C0016452,BE
C0038172,C0016452,BE
C0004590,C0016452,BE
C0038172,C0014372,BE
C0004590,C0014372,BE
C0014372,C0016479,BE
C0016479,C0004611,OCCUR_IN
C0042629,C0226890,BE
C0580797,C0226890,BE
C0042629,C0934502,BE
C0580797,C0934502,BE
C0042629,C0015309,BE
C0580797,C0015309,BE
C0015309,C0221908,BE
C0036536,C0239182,BE
C0013371,C1517927,BE
C0036111,C1517927,BE
C0006813,C1517927,BE
C0013371,C0021839,BE
C0013371,C1179187,BE
C0036111,C0021839,BE
C0036111,C1179187,BE
C0006813,C0021839,BE
C0006813,C1179187,BE
C0010957,C0041582,BE
C0010957,C0021368,BE
C0010957,C0019080,BE
C0041582,C0005767,MANIFEST_AS
C0021368,C0005767,MANIFEST_AS
C0019080,C0005767,MANIFEST_AS
C0036125,C1707628,BE
C0036125,C0031272,PASS_TO
C0036125,C0229792,PASS_TO
C0036125,C0005775,PASS_TO
C0036125,C0243026,BE
C0851162,C0027361,OCCUR_IN
C0006836,C4018878,RECRUIT
C0006836,C0014609,BE
C0006836,C0006849,BE
C0006836,C0014868,BE
C0006836,C0038351,BE
C0006836,C0226875,BE
C0006836,C0014239,BE
C0205145,C0010709,BE
C0205145,C0013710,BE
C0205145,C0013470,BE
C0205145,C0034693,BE
C0205145,C0021853,BE
C0017534,C1318418,BE
C0017534,C0007634,BE
C0017534,C0040300,BE
C0185023,C4284463,BE
C0185023,C1318418,BE
C0185023,C0024523,BE
C0185023,C0021376,BE
C1744526,C0682610,BE
C1744526,C0682610,BE
C0598312,C0010957,BE
C0598312,C0554101,BE
C0598312,C0021368,BE
C4700060,C0007634,BE
C4700060,C0024348,BE
C0024348,C2244382,OCCUR_IN
C0007634,C0041582,BE
C0007634,C1269955,BE
C0018893,C0012634,BE
C0012634,C0549177,OCCUR_IN
C0012634,C0205145,OCCUR_IN
C0549177,C0017189,BE
C0553580,C0005400,BE
C0553580,C0005400,BE
C0018893,C0012634,BE
C0018893,C1167395,BE
C0002830,C0162316,BE
C0002830,C0005767,BE
C0012563,C0002871,BE
C0012563,C0042890,BE
C0029235,C0027361,BE
C0445623,C0597177,BE
C0445623,C0001712,BE
C0012751,C0456389,BE_PROPORTIONAL_TO
C0549177,C0229167,BE
C0229167,C0028429,BE
C0229167,C0458578,BE
C0445623,C0026727,BE
C0026727,C0506994,SECRETE_BY
C0029235,C0231830,BE_TRANSFERRED_TO
C0029235,C0004600,BE_TRANSFERRED_TO
C0445623,C0011167,BE
C0445623,C0007018,BE
C0547044,C1515933,BE
C0597177,C0085236,BE
C0597177,C0027950,BE
C0027950,C0024109,RECRUIT
C0027950,C0079189,RECRUIT
C0445623,C0229167,BE
C0445623,C0085236,BE
C0597404,C1880266,BE
C0597404,C0014597,BE
C0597404,C0014597,BE
C0014597,C0458579,LOCATE_IN
C0014597,C0031354,LOCATE_IN
C0029341,C0018909,BE
C0018909,C0037024,BE
C0037024,C0007634,LOCATE_IN
C0185023,C0007634,BE
C0007634,C1537068,BE
C0007634,C0042774,BE
C0231832,C0040549,BE
C0040549,C0008778,BE
C0018483,C0231832,BE_TYPE
C0026941,C0231832,BE_TYPE
C0006017,C0231832,BE_TYPE
C0004611,C0035243,BE
C0035243,C1167395,OCCUR_IN
C0038410,C0032285,BE
C0038172,C0032285,BE
C0302507,C0014609,BE
C0014609,C0032285,BE
C0441712,C0337664,OCCUR_IN
C0441712,C0027361,OCCUR_IN
C0441712,C0030705,OCCUR_IN
C0441712,C0030705,OCCUR_IN
C4267729,C0031308,BE
C4267729,C1261381,BE
C0026926,C1515933,BE
C0026926,C0024369,BE
C5139224,C0024109,INFECT
C5139224,C0007634,BE
C5139224,C0392756,BE
C1535939,C0024109,INFECT
C0022023,C0030705,OCCUR_IN
C0004034,C0024109,INFECT
C0009450,C0013216,OCCUR_IN
C0042027,C0029235,BE
C1269955,C0041967,OCCUR_IN
C0042027,C0029235,PROTECT_FROM
C0014239,C0021359,BE
C0014239,C0004611,BE
C0027573,C0450254,BE_TYPE
C0014834,C0450254,BE_TYPE
C0450254,C0227598,BE
C0450254,C1167395,BE
C0002808,C0009450,ROLE_IN
C0043210,C0042029,BE
C1444754,C0851162,BE
C0178879,C0028128,BE
C0178879,C0042029,BE
C1704272,C0178879,BE
C0232483,C0028128,BE
C0232483,C0042029,BE
C0042029,C0022646,SPREAD_IN
C0042029,C0520575,BE
C0042029,C0085697,BE
C0042232,C0450254,PROTECT_FROM
C0205251,C0450254,BE
C0205251,C0543484,BE
C0543484,C0205307,OCCUR_IN
C0543484,C0445727,BE
C0003232,C0445727,BE
C0162388,C0018270,BE
C0018270,C0006852,BE
C0445623,C0205145,BE
C0445623,C0221908,BE
C0445623,C0443203,SPREAD_IN
C0205145,C0024235,OCCUR_IN
C0205145,C0005767,OCCUR_IN
C0205145,C0027740,OCCUR_IN
C0851162,C0681698,BE_LIMITED_TO
C0042629,C0009450,BE_TYPE
C0851162,C0014597,BE
C0030358,C0009450,BE_TYPE
C0011635,C0009450,BE_TYPE
C0521119,C0030940,BE
C0016832,C0030940,BE
C0018893,C0030940,BE
C0030940,C0040300,BE
C0030940,C1269955,BE
C0038172,C0020197,BE
C0020197,C0015350,DEGRADE
C0205622,C0017446,BE
C0038172,C0392752,PASS_TO
C0038172,C0746922,PASS_TO
C0746922,C0004610,BE
C0746922,C0332261,BE
C0205125,C0018787,BE
C0205125,C0005931,BE
C0445623,C0015349,SPREAD_IN
C0445623,C0007634,SPREAD_IN
C0206435,C0032105,PASS_TO
C0019163,C0032105,PASS_TO
C0004611,C0032105,PASS_TO
C0016832,C0032105,PASS_TO
C0033739,C0032105,PASS_TO
C0041228,C0033739,BE
C0018893,C0032105,PASS_TO
C0023516,C0019369,BE
C0023516,C0019682,BE
C0023516,C0026912,BE
C0023516,C0023270,BE
C0023516,C0040556,BE
C0032148,C0014792,BE
C0004572,C0014792,BE
C0042776,C0007634,BE
C0042776,C0598312,SPREAD_IN
C0042776,C0030685,SPREAD_IN
C0042776,C0007634,BE
C0042776,C0007634,BE
C0042776,C0027740,BE
C0034497,C0027740,BE
C0042338,C0027740,BE
C0005767,C0029235,BE
C0009450,C0444099,BE
C0009450,C0231832,BE
C0009450,C0521362,BE
C0026926,C0024432,LOCATE_IN
C0034497,C0024432,LOCATE_IN
C0024235,C0332261,BE
C0445623,C0221908,BE
C0445623,C1706912,BE
C0009450,C0392752,BE
C0009450,C0205145,BE
C0445623,C0024235,SPREAD_IN
C0445623,C0005775,SPREAD_IN
C0445623,C0005775,BE
C0445623,C0440752,SPREAD_IN
C0042776,C0027740,PASS_TO
C0314768,C0027740,PASS_TO
C0162326,C0009450,DEPEND_ON
C0162326,C0449774,DEPEND_ON
C0162326,C0919293,DEPEND_ON
C0919293,C5234945,BE
C0005775,C1167395,BE
C0205221,C0036720,BE
C0205221,C0036720,BE
C0205221,C0036720,BE
C0205145,C0036720,BE
C0205221,C0015967,MANIFEST_AS
C0205221,C0020649,MANIFEST_AS
C0205221,C0449913,MANIFEST_AS
C0004611,C0001527,BE
C0012634,C0445623,BE
C0042338,C0178987,PASS_TO
C0042338,C0034678,BE
C0025011,C0178987,PASS_TO
C0025011,C0034678,BE
C0206435,C0021853,PASS_TO
C0206435,C0026609,BE
C0027882,C0522224,BE
C0205145,C0444099,BE
C0205145,C0449913,BE
C0205145,C0025474,BE
C0205145,C0023884,BE
C0205145,C0021853,BE
C0036316,C0444099,BE
C0036316,C0005682,BE
C0036316,C0010692,BE
C0034497,C0205145,PASS_TO
C0034497,C0006104,PASS_TO
C0034497,C0005528,PASS_TO
C0034497,C0014038,BE
C0034497,C0011065,BE
C0012634,C0445623,DEPEND_ON
C0445623,C0231448,BE
C0445623,C0231448,BE
C0445623,C0043047,BE
C0038028,C0014406,BE
C0033739,C0014406,BE
C1280412,C0014406,BE
C0029235,C0027361,BE
C0029235,C0007018,BE
C0029235,C0012634,BE
C0445623,C1167395,BE
C0445623,C0040722,BE
C0444099,C0149667,BE
C0038172,C0444099,BE_TYPE
C0016832,C0444099,BE_TYPE
C1519280,C0037284,PASS_TO
C0019348,C0036916,BE_TYPE
C0040840,C0036916,BE_TYPE
C0040840,C0039128,BE
C0026783,C0036098,BE
C0010823,C0036098,BE
C0034497,C0036098,BE
C0026783,C0036087,SPREAD_IN
C0010823,C0036087,SPREAD_IN
C0034497,C0036087,SPREAD_IN
C0042776,C3537093,BE
C0004611,C3537093,BE
C0029341,C5420372,SPREAD_IN
C0026926,C0035237,SPREAD_IN
C0042338,C0035237,SPREAD_IN
C0026926,C5420372,SPREAD_IN
C0042338,C5420372,SPREAD_IN
C0026926,C0597177,SPREAD_IN
C0042338,C0597177,SPREAD_IN
C0013371,C0015733,BE
C0017534,C0015733,BE
C0035870,C0015733,BE
C0013371,C0524461,BE
C0017534,C0524461,BE
C0035870,C0524461,BE
C0013371,C0014609,BE
C0017534,C0014609,BE
C0035870,C0014609,BE
C0376325,C0023884,BE
C0376325,C0015733,BE
C0036125,C0016976,BE
C0036125,C0015733,BE
C0450254,C0005767,SPREAD_IN
C0450254,C0021948,PASS_TO
C0450254,C3245512,PASS_TO
C0450254,C0005841,PASS_TO
C0450254,C0042153,PASS_TO
C0450254,C0027551,PASS_TO
C0032148,C0021585,PASS_TO
C0003725,C0021585,PASS_TO
C0024874,C0042036,BE
C0024874,C0042449,GROW_IN
C0024874,C0013710,BE
C0013710,C0042036,BE
C0036916,C0041967,SPREAD_IN
C0036916,C0042232,SPREAD_IN
C0036916,C0007874,SPREAD_IN
C0036916,C0034896,SPREAD_IN
C0036916,C0521367,SPREAD_IN
C0029235,C0332261,DEPEND_ON
C0022023,C0022023,REDUCE_RISK_OF
C0314732,C0026591,PASS_TO
C0314732,C0015965,PASS_TO
C0314732,C0021289,PASS_TO
C0015965,C0439663,OCCUR_IN
C0022023,C0015928,BE
C0009450,C0018798,BE
C0009450,C0025362,BE
C0009450,C0086543,BE
C0009450,C0011053,BE
C0009450,C0015965,BE
C2677180,C0032961,BE
C0009566,C0032961,BE
C0005615,C0314732,BE
C0018081,C0005615,BE
C0009770,C0005615,BE
C0026131,C0010823,BE
C0026131,C0019682,BE
C0026131,C0019163,BE
C0445623,C0003062,PASS_TO
C0445623,C0086418,PASS_TO
C0445623,C0043528,BE
C0445623,C0025018,PASS_TO
C0445623,C0025018,PASS_TO
C0445623,C0021948,PASS_TO
C0450254,C1136170,BE
C1136170,C1167395,BE
C0520990,C0009450,BE
C0444099,C0009450,BE
C0444099,C1706912,BE
C0444099,C0205251,BE
C0444099,C0015684,BE
C0444099,C3887843,BE
C0035237,C0009450,BE
C0035237,C0085236,BE
C0035237,C0026687,BE
C0026687,C0599333,BE
C0035237,C0020835,BE
C0012240,C0009450,BE
C0012240,C0017119,BE
C0012240,C0026727,BE
C0012240,C0920330,BE
C0012240,C0005388,BE
C0012240,C0057256,BE
C0012240,C0020835,BE
C0012240,C0314761,BE
C0042066,C0009450,BE
C0042066,C0013470,BE
C0042066,C0014406,BE
C0014406,C0042232,BE
C0314732,C0007634,BE
C0314732,C0007634,BE
C0314732,C0007634,BE
C0314732,C0040549,BE
C0040549,C0007634,BE
C0314732,C0014442,BE
C0014442,C1136365,DEGRADE
C0314732,C0005847,BE
C0314732,C0027543,BE
C0314732,C0020964,BE
C0020964,C1517574,BE
C0020964,C0010957,BE
C1167395,C0009450,BE
C1167395,C0010957,BE
C0042776,C0040300,BE
C0004611,C0040300,BE
C0042776,C0007634,BE
C0022023,C0242732,DETECT_BY
C0242732,C1257900,BE
C0042776,C0025252,BE
C0025252,C0033684,BE
C0054954,C0003323,BE
C0054954,C1332823,BE
C0054954,C1332700,BE
C0003323,C0039194,LOCATE_IN
C1332823,C0039194,LOCATE_IN
C1332700,C0039194,LOCATE_IN
C0003323,C0024432,LOCATE_IN
C1332823,C0024432,LOCATE_IN
C1332700,C0024432,LOCATE_IN
C0030940,C1545500,BE
C0030940,C1545500,BE
C0022369,C0270612,BE
C0022369,C0028944,BE
C0028944,C0028654,LOCATE_IN
C0162326,C0017262,BE
C0162326,C0027836,BE
C0014406,C0040300,BE
C0005903,C0040300,BE
C0014383,C0021853,BE
C0014383,C0544461,BE
C0014383,C0544461,BE
C0014383,C0014442,BE
C0035473,C0007634,INFECT
C0007634,C0458578,LOCATE_IN
C0035473,C0458578,BE
C0042776,C0007634,BE
C0042776,C0007634,BE
C0042776,C0007634,BE
C0042776,C0567416,BE
C0042776,C1157858,BE
C0042776,C0815048,BE
C0042776,C0162638,BE
C0206435,C0033684,BE
C0206435,C1313790,BE
C0019348,C0033684,BE
C0033684,C0007634,BE
C0033684,C0035696,BE
C0033684,C0012854,DEGRADE
C0042774,C0007634,BE
C0014239,C0010656,BE
C0010656,C0162638,MEDIATE
C0042736,C0007634,LOCATE_IN
C0020962,C0042736,BE
C0024264,C0007634,BE
C0039195,C0042769,PROTECT_FROM
C0227099,C4552279,BE
C0019163,C1261381,BE
C0042776,C0007634,BE
C0042736,C1261381,MEDIATE
C0007634,C0871261,BE
C0871261,C0009450,BE
C0029017,C0038952,BE
C0021344,C0029017,BE
C0014644,C0029017,BE
C0029017,C0007586,BE
C0029017,C1512772,BE
C0029017,C0079868,BE
C0017428,C0017337,BE
C0012939,C0017428,BE
C0040300,C0004611,DEPEND_ON
C0040300,C0040300,DEPEND_ON
C0040300,C0004611,DEPEND_ON
C0450254,C0042765,BE
C0042765,C1257893,GROUP_INTO
C1257893,C1179412,BE
C0042765,C0013146,BE
C0036111,C0086418,INFECT
C0036111,C1548151,BE
C0042765,C0041466,BE
C0205087,C0376558,BE
C0042765,C0017160,BE
C0205087,C0439801,BE
C0032136,C0014290,BE
C0032136,C0085862,BE
C0004651,C0014290,BE
C0004651,C0042776,BE
C0014290,C0004611,SPREAD_IN
C0014290,C1136170,BE
C1136170,C0040549,BE
C1136170,C0014442,BE
C0314603,C0038952,BE
C0314603,C0012634,BE
C0032136,C0332325,BE
C1257902,C0332325,BE
C0006968,C0032136,BE
C0006968,C0314752,SPREAD_IN
C0017337,C1280500,BE
C0007670,C0205160,BE
C0032659,C0042765,BE
C1548151,C0017262,BE
C0042765,C0004611,BE
C0004611,C0520990,BE
C0000833,C0205145,BE
C0032285,C0205145,BE
C0038172,C1136170,BE
C0038172,C0205263,BE
C0004611,C0441889,BE
C0441889,C0022023,BE
C0004611,C0007634,BE
C1157196,C0040300,BE
C1157196,C0441134,BE
C1157196,C0481488,BE
C0081786,C0441712,BE
C0081786,C0004611,BE
C1325881,C0004611,BE
C1325881,C0004611,BE
C1325881,C0851162,BE
C1325881,C0157749,BE
C1325881,C0027361,BE
C1325881,C0027361,BE
C0014121,C0009450,BE
C0157749,C0009450,BE
C0035243,C0009450,BE
C0035243,C0027361,OCCUR_IN
C0004611,C0007634,BE
C0567416,C0007634,BE
C0567416,C0015350,BE
C0015350,C0243040,BE
C0243040,C0567416,BE
C0038411,C2945724,BE
C0038411,C0039444,BE
C2945724,C0016055,BE
C0039444,C0016055,BE
C0016055,C0007634,LOCATE_IN
C0016055,C0015350,LOCATE_IN
C0004611,C0018494,BE
C0022497,C0036720,BE
C0002520,C1145667,BE
C0007018,C0042029,BE
C0007018,C0031921,BE
C0031921,gal(α1–4)gal moiety,BE
gal(α1–4)gal moiety,C1449624,BE
C0018494,C0007634,MEDIATE
C0018494,C0003261,TARGET_FOR
C0003319,C0017262,BE
C0003319,C0871261,BE
C0439861,C0221423,BE
C0040549,C0014264,CLASSIFY_AS
C0040549,C0015309,CLASSIFY_AS
C0014264,C0563199,BE
C0015309,C0033684,BE
C0015309,C0004611,SECRETE_BY
C0014264,C0023810,BE
C0023810,C0025255,BE_NEEDED_FOR
C0023810,C0023767,BE
C0023767,C0007004,BE
C0007004,C0018150,SIMILAR_TO
C0069180,C0007004,BE
C0069180,C0004611,BE
C0004611,C0011900,BE
C0023767,C0108768,BE
C0108768,C1167395,LOCATE_IN
C0439855,C1321919,BE
C1321919,C1564907,BE
C1321919,C0020962,BE
C1321919,C1326120,BE
C1321919,C1155266,BE
C0871261,C1167395,BE
C0871261,C1167395,BE
C0023810,C0020965,BE
C0020965,C0079189,BE
C0020965,C0282554,BE
C2985420,C0024262,BE
C0441889,C0036983,ROLE_IN
C0441889,C0012739,ROLE_IN
C0441889,C0035222,ROLE_IN
C0036983,C0020488,BE
C0041368,C0079189,BE
C0015309,C0033684,BE
C0015309,C0151763,BE
C0015309,C0012634,BE
C0004611,C0014442,BE
C0030940,C0014442,BE
C0020197,C0014442,BE
C0009118,C0014442,BE
C0016016,C0014442,BE
C0014442,C3891814,BE_AT
C0015268,C0030940,BE
C0015268,C0038172,BE
C0030940,C0033684,BE
C0015268,C0014520,BE
C0040549,C1155494,BE
C0040549,C0007634,BE
C0040549,C0205177,BE
C0040549,C1145667,BE
C0449432,C0243102,BE
C1179435,C0034800,BE
C1179435,C0007634,BE
C0040549,C0004589,BE
C0040549,C0042629,BE
C0040549,C0010150,BE
C0051962,C0441712,BE
C0051962,C1521761,BE
C0051962,C1521761,BE
C1521761,C1179435,BE
C1521761,C1179435,BE
C0449432,C1518287,MEDIATE
C0206527,C0039194,BE
C0206527,C0449719,BE
C1145667,C1155046,BE
C1145667,C0948245,BE
C0441889,C1382398,BE
C0441889,C0242966,BE
C0003320,C0600327,BE
C0017337,C0600327,BE
C0027934,C0009055,BE
C0027934,C0009064,BE
C0027934,C0030685,BE
C0027934,C0522224,BE
C1518792,C0033684,BE
C0039614,C0011065,BE
C0006057,C0011065,BE
C0026845,C1145670,BE
C0014372,C0017189,BE
C0014372,C0027497,BE
C0014372,C0042963,BE
C0038172,C0027497,BE
C0038172,C0042963,BE
C0014372,C0043047,BE
C0042629,C0043047,BE
C0014372,C0151594,BE
C5139166,C0151594,BE
C0040549,C0599220,BE
C0599220,C0003320,BE
C0003320,C0034800,BE
C0599220,C0030940,BE
C0599220,C0227099,BE
C1521761,C0599220,BE
C1521761,C0599220,BE
C1521761,C0014239,BE
C1521761,C0014239,BE
C0059036,C0006675,BE
C0059036,C0006772,BE
C0059036,C0001492,BE
C0001492,C0175996,BE
C0175996,C0014239,BE
C0175996,C0013604,BE
C0023092,C0030940,BE
C0023092,C0033684,BE
C1261381,C0007587,BE
C0001455,C0001455,BE
C1167395,C4552279,BE
C0009450,C0020522,BE
C0009450,C0220781,BE
C0018188,C0004587,BE
C0018188,C0004587,BE
C0018188,C0010957,BE
C0010957,C0333512,BE
C0018188,C0016059,BE
C0009450,C0010957,BE
C0019196,C0010957,BE
C0020964,C0010957,BE
C0020964,C0007634,BE
C1564907,C4046037,BE
C1564907,C3891560,BE
C0457243,C0007634,ESCAPE_FROM
C1145667,C0020962,BE
C1879547,C0021368,BE
C0017337,C0403414,BE
C0403414,C0003241,BE
C0003241,C0038402,BE
C1145667,C0003313,BE
C0003313,C0022663,DEPOSIT
C0003313,C0027697,BE
C0221908,C0450254,BE
C0221908,C0445623,BE
C0445623,C4330475,BE
C0037420,C0021368,BE
C0021368,C0021390,BE_NEEDED_FOR
C0014597,C0021390,BE_NEEDED_FOR
C0445623,C0021390,ROLE_IN
C0019163,C0006826,BE
C0019196,C0006826,BE
C0079488,C0006826,BE
C0445623,C0021376,BE
C0021376,C1623047,BE
C1623047,C0678723,BE
C0012634,C0445623,BE
C0012634,C0042765,BE
C0012634,C0020964,BE
C0314732,C0007587,BE
C0314732,C0031847,BE
C0314732,C0007634,BE
C3263722,C0004611,BE
C3263722,C0004611,BE
C0004627,C0040549,BE
C0004627,C0015309,BE
C0004627,C0206527,BE
C3263722,C0020964,BE
C0332197,C0205263,BE
C0085393,C0009932,BE
C0029118,C3263722,BE
C0012634,C0029235,BE
C1290886,C0029235,BE
C0006826,C0029235,BE
C1155229,C1167395,BE
C1817908,C1167395,BE
C0445623,C0020962,BE
C0445623,C0020962,BE
C0441712,C0042765,BE
C0441712,C0030657,BE
C0475463,C1291775,BE
C0475463,C0007634,BE
C0475463,C0271510,BE
C0445623,C0441712,BE
C0035681,C0003319,BE
C0019682,C0035681,BE
C0029341,C0035681,BE
C0017428,C0003319,BE
C0029341,C0017428,BE
C0006033,C0003339,BE
C0006033,C0017287,BE
C0041215,C0017337,BE
C0221135,C0003339,BE
C0041215,C0221135,VARY_IN
C0038410,C0332307,BE
C0332307,C1159560,BE
C0030956,C0057256,BE
C0030956,C1956061,BE
C0003320,C0031308,BE
C0031308,C0524637,BE
C1335239,C0445623,PROTECT_FROM
C0030956,C5197907,BE
C0030956,C0038027,BE
C0038027,C0004611,BE
C0029391,C0162388,MECHANISM_IS
C0450254,C0162388,BE
C0013371,C0450254,BE_TYPE
C0038172,C0450254,BE_TYPE
C0567416,C4084937,BE
C0567416,C4084937,BE
C0567416,C4084937,BE
C0520990,C0004611,BE
C0520990,C0033684,BE
C0004611,C1159762,REFER_TO_AS
C1159762,C0004651,BE
C0026926,C0009528,BE
C0026926,C1704259,BE
C5670764,C0003319,MECHANISM_IS
C0006034,C0024198,BE
C0027573,C0018081,BE
C0041215,C0041228,BE
C0678936,C5670764,BE_TYPE
C0017337,C5670764,BE_TYPE
C0205145,C5670764,BE_TYPE
C0032148,C0024530,BE
C0035473,C0009443,BE
C0038410,C0032285,BE
C0038410,C0025289,BE
C0009498,C0004611,BE
C0025018,C0243144,BE
C0243144,C0598312,BE
C0013371,C0007634,BE
C0580795,C0007634,BE
C0026926,C0007634,BE
C0026922,C0007634,BE
C0036125,C0007634,BE
C0007634,C0003241,BE
C0007634,C0009498,BE
C0023861,C0010853,BE
C0023861,C0007634,SPREAD_IN
C0007634,C1880266,BE
C0031308,C0520990,RECRUIT
C0004611,C0520990,RECRUIT
C0004611,C0520990,RECRUIT
C0520990,C0521119,BE_AT
C0007004,C0004611,BE
C0007004,C0004611,BE
C0007004,C0029235,BE
C0038410,C0007004,BE
C0027575,C0007004,BE
C0018483,C0007004,BE
C0038410,C0032285,BE
C0038410,C0025289,BE
C0027575,C0032285,BE
C0027575,C0025289,BE
C0018483,C0032285,BE
C0018483,C0025289,BE
C0025252,C0031308,BE
C0033684,C0025252,BE_TYPE
C0033684,C0038172,BE
C0033684,C0025252,BE_TYPE
C0033684,C0038411,BE
C0024432,C0004611,BE
C0024369,C0031309,BE
C0026926,C0024369,BE
C0024369,C0004611,BE
C0023237,C0065082,BE
C0065082,C1418887,BE_TYPE
C0023237,C0031671,BE
C0065082,C1166752,DEGRADE
C0031671,C1166752,DEGRADE
C0025255,C0004611,BE
C0004611,C0004651,BE
C0023237,C0033684,BE
C0033684,C0751984,BE
C0751984,C1155494,BE
C0700321,C0599896,BE
C0004611,C0033684,BE
C0033684,C0031307,BE
C0033684,C0034693,BE
C0033684,C0085416,BE
C1879547,C0445623,BE
C1879547,C0025018,BE
C1879547,C1879547,BE
C0010656,C0036536,BE
C0010656,C0036536,BE
C0010656,C2610960,BE
C2610960,C0007587,BE_TYPE
C0021368,C0042765,BE
C0007587,C0042765,BE
C0021368,C0598312,BE
C0007587,C0598312,BE
C0043405,C0042765,BE
C0036111,C0042765,BE
C0042765,C0220781,BE
C0042765,C1159825,BE
C0042765,C1704259,BE
C0042765,C0033684,BE
C0441712,C0449432,BE
C0042776,C0021747,BE
C5690848,C1880266,MEDIATE
