start_id,end_id,normalized_relation
C0332261,C0023890,BE
C0449584,C0022023,BE
C0013283,C1704259,BE
C0022023,C0023595,BE
C1515926,C3540014,BE
C1515926,C0027882,BE
C1515926,C0017639,BE
C1515926,C0013604,BE
C0441889,C0027757,LOCATE_IN
C0040300,C0010957,BE
C0016945,C0005615,BE
C0042963,C0232478,BE
C0011991,C0232478,BE
C0022346,C0376558,BE
C0019209,C0376558,BE
C0016945,C0022646,LOCATE_IN
C0016945,C0596078,BE
C0596078,C0238621,BE
C0333534,C0016945,OCCUR_MAINLY_IN
C0027617,C0041703,BE
C0027617,C0026606,DEPEND_ON
C0026606,C3830395,BE
C0871311,C0441889,BE
C0132555,C0026606,BE
C0132555,C1549081,BE
C0392747,C0016945,BE
C0392747,C0016945,BE
C0016945,C0086543,BE
C0016945,C0151763,BE
C0016945,C1821244,BE
C0016945,C0037822,BE
C0016945,C0948896,BE
C0948896,C0025322,BE
C0016945,C0022023,BE
C0016952,C3899988,BE
C0016952,C0014442,BE
C0014442,C0040300,BE
C0014442,C0040300,BE
C1514562,C0022346,BE
C1514562,C0151763,BE
C1514562,C0086543,BE
C1514562,C0751792,BE
C1514562,C0042963,BE
C1514562,C0011991,BE
C1514562,C0007018,BE
C0016945,C0016945,MAY_ALTER
C0024369,C0007634,BE
C0024369,C0030940,BE
C0030940,C0439855,BE
C0439855,C0037900,BE
C0439855,C0017973,BE
C0439855,C0025018,BE
C0007634,C0024369,BE
C0567416,C0031308,BE
C0439660,C0543484,BE
C0543484,C1881707,BE
C1881707,C0024369,ACCUMULATE
C0024369,C0007634,BE
C1518092,C0004391,BE_NEEDED_FOR
C0004391,C0027627,BE
C0027627,C3891814,BE
C3891814,C1327385,BE
C3891814,C0026237,BE
C0441712,C0031843,BE
C0031843,C0017337,BE
C0031843,C0162638,BE
C0085078,C0000768,BE
C0439855,C0391845,DEGRADE
C0014442,C0025018,BE
C0149676,C0543484,BE
C0031843,C0543484,BE
C0543484,C0205103,BE
C0205103,C0024369,ACCUMULATE
C0027627,C0004391,BE
C0600688,C0004391,BE
C0085078,C0391845,BE
C0085078,C0033684,BE
C0085078,C0033684,BE
C0085078,C0025255,BE
C0085078,C3891814,BE
C0085078,C4055506,BE
C0031847,C0012634,BE
C0012634,C0030567,BE
C0012634,C0030567,BE
C0028064,C0024334,BE
C0028064,C0002395,BE
C0024369,C0004391,ROLE_IN
C0004391,C3887595,BE
C0024369,C0020964,ROLE_IN
C0020964,C0022023,BE
C0024369,C0025255,ROLE_IN
C0025255,C0007603,BE
C0004015,C1302234,BE_OFTEN
C0004015,C5233653,BE
C5233653,C0231335,BE
C0027746,C0851285,BE
C0021079,C0017205,OCCUR_IN
C0021079,C0026703,OCCUR_IN
C1879547,C0028064,BE_SEEN_IN
C0205103,C0019214,BE
C0205103,C0035287,LOCATE_IN
C1314939,C0751792,BE
C0031847,C0520510,BE
C0031847,C0027627,BE
C0027627,C0024426,BE
C0027627,C0030685,BE
C0039373,C1954252,BE
C1954252,C0039373,BE
C0039373,C0039373,BE
C0017083,C0017082,BE
C0017082,C0006104,LOCATE_IN
C0017083,C0014442,BE
C0391845,C0017950,BE
C0039373,C0017083,BE
C0039373,C0162330,BE
C0162330,C0243125,BE
C0031843,C0162847,BE
C0031843,C0599814,BE
C0039373,C0154251,BE
C0019425,C0444706,DETECT_BY
C0019425,C0162326,DETECT_BY
C0017082,C0018787,ACCUMULATE
C0017082,C0023884,ACCUMULATE
C0017082,C0037993,ACCUMULATE
C0017082,C0027763,ACCUMULATE
C0332197,C4055506,BE
C0027882,C0441468,BE
C0027882,C3540014,LOCATE_IN
C0027882,C0004388,LOCATE_IN
C0027882,C0035298,LOCATE_IN
C0022023,C0027882,OCCUR_IN
C0022023,C0946010,OCCUR_IN
C0022023,C0027836,OCCUR_IN
C0392760,C0038999,BE
C0392760,C4523940,BE
C0026019,C0449830,BE
C0449830,C0024369,LOCATE_IN
C0449830,C0025255,BE
C1521733,C0028654,LOCATE_IN
C1521733,C0037925,LOCATE_IN
C1521733,C0031119,LOCATE_IN
C1521733,C0004388,LOCATE_IN
C0035298,C1521733,BE
C0228071,C0030232,BE
C0030232,C0278234,BE
C1564139,C2247937,BE
C1655235,C1155342,BE
C0014442,C3824143,BE
C3824143,C3891814,BE
C3824143,C0205103,BE
C0243041,C0205087,TREATMENT_IS
C0243041,C0085078,TREATMENT_IS
C0243041,C1706912,BE
C0243041,C0033684,BE
C0243041,C0033684,BE
C0031843,C1280500,BE
C0012634,C3697219,BE
C3697219,C0001779,BE
C0012634,C5233653,BE
C0012634,C0456909,BE
C0012634,C0751377,BE
C0012634,C0011065,BE
C0011065,C0439234,OCCUR_IN
C0028064,C0028064,BE_TYPE
C0268243,C0028064,BE_TYPE
C0039373,C0023779,BE
C0039373,C0024369,BE
C0268242,C0205225,BE
C0205225,C0037906,BE
C0268242,C0337704,BE
C0039373,C0337704,BE
C0599122,C1520372,BE
C0599122,C1708477,BE_TYPE
C1708477,C0008633,BE
C0314603,C0008633,BE
C0028064,C0037906,BE
C0037906,C0699900,BE
C0699900,C0007745,BE
C0699900,C0031716,BE
C0037906,C0031307,ACCUMULATE
C0037906,C0027882,ACCUMULATE
C0024432,C0439855,BE
C0024432,C0439855,BE
C0333574,C0010834,BE
C0333574,C0010834,BE
C0024369,C0010834,BE
C0010834,C0026969,BE
C0010834,C0556984,BE
C0028064,C0037993,BE
C0028064,C0023884,BE
C0028064,C0005953,BE
C0028064,C0024204,BE
C0028064,C0024109,BE
C0028064,C0020564,BE
C0028064,C0028654,BE
C0028064,C0037925,BE
C0028064,C0017067,BE
C0023779,C0549177,BE
C0023779,C0205087,BE
C0028064,C0231330,MANIFEST_AS
C0028064,C4054315,BE
C0028064,C1854838,BE
C0028064,C0011065,BE
C0011065,C0439234,OCCUR_IN
C0268243,C0026606,BE
C0268243,C4054315,BE
C0268243,C0027854,BE
C0026606,C0868928,BE
C0026606,C0022023,BE
C0086345,C0011900,BE
C0220756,C0028064,BE_DISTINCT_FROM
C0220756,C0268243,BE_DISTINCT_FROM
C0220756,C0332307,BE
C0026882,C0220756,BE
C0026882,C0220756,BE
C1417776,C0220756,BE
C0220756,C0205225,BE
C0007634,C0008377,ACCUMULATE
C0007634,C0017082,ACCUMULATE
C0017082,C0016895,BE
C0017082,C1954252,BE
C1417776,C0005528,BE
C1422736,C0005528,BE
C0005528,C0024369,BE
C0005528,C0010834,BE
C0220756,C0231335,MANIFEST_AS
C0220756,C0004134,BE
C0220756,C1843369,BE
C0220756,C0013421,BE
C0220756,C0013362,BE
C0220756,C1855019,BE
C0017205,C0026882,BE
C0011155,C4055506,BE
C0017770,C1158409,BE
C4055506,C0007634,OCCUR_IN
C0017205,C0205419,BE
C0012634,C0026882,BE
C0017205,C0026606,BE
C0017768,C1709915,BE
C0024432,C0017950,DEGRADE
C0017950,C0007634,BE
C0024432,C0023884,LOCATE_IN
C0024432,C0037993,LOCATE_IN
C0024432,C0005953,LOCATE_IN
C0017205,C0243125,BE
C0017770,C0024432,ACCUMULATE
C0004651,C0333837,BE
C0333837,C0442800,BE
C0024369,C0007634,BE
C0333837,C0010834,BE
C0017205,C0520510,BE
C0017205,C0004651,BE
C0441889,C0040300,BE
C0682757,C0021755,BE
C0682757,C0021760,BE
C0682757,C0041368,BE
C0028064,C0023884,LOCATE_IN
C0227525,C0205087,BE
C0022801,C0205087,BE
C0205087,C0023779,BE
C0028064,C0023779,BE
C1961835,C0220756,BE
C1961835,C0012634,BE
C1961835,C1314939,BE
C1314939,C0029453,BE
C1314939,C0221204,BE
C1314939,C0029445,BE
C1961835,C0019214,BE
C1961835,C0332197,BE
C0333837,C0023884,BE
C0333837,C0037993,BE
C0333837,C0024204,BE
C0333837,C0005953,BE
C0035139,C0238792,BE
C2245740,C0238792,BE
C0035139,C0229664,BE
C2245740,C0229664,BE
C0392747,C0682757,BE
C1961835,C0337704,BE
C1961835,C0376558,BE
C0012634,C0220912,BE
C1961835,C0205178,BE
C1961835,C0220756,BE
C0012634,C0023884,BE
C0012634,C0037993,BE
C2699787,C0036572,BE
C2699787,C0205329,BE
C0026882,C0012634,BE
C0017205,C0030567,REDUCE_RISK_OF
C0030567,C0026882,BE
C0017768,C0285890,BE
C0285890,C0012634,BE
C0441889,C0011900,BE
C0016030,C0011900,BE
C0441889,C0007294,BE
C0016030,C0007294,BE
C0039593,C0032659,BE
C1961835,C0598391,BE
C0598391,C0017768,BE
C1961835,C0301630,BE
C0301630,C0021467,BE
C0021467,C0441889,BE
C0017770,C0012634,BE
C0301630,C0456389,BE
C0301630,C0426688,BE
C0301630,C0005771,BE
C0301630,C0544665,BE
C1961835,C0017296,BE
C0017296,C0007634,BE
C0026703,C0032594,BE
C0026703,C0032594,BE
C0017973,C0040300,BE
C0017973,C0015350,BE
C0017973,C0016030,GENERATE_BY
C0017973,C0024369,DEGRADE
C0243125,C0014442,BE
C0205419,C0014442,BE
C0032594,C0011602,BE
C0032594,C0019143,BE
C0032594,C0022563,BE
C0032594,C0008466,BE
C0221135,C0019214,BE
C0221135,C0241052,BE
C0221135,C0022023,BE
C0221135,C3554335,BE
C3554335,C0205042,LOCATE_IN
C0221135,C0022023,BE
C0022023,C0010054,BE
C0027051,C0011065,BE
C1961112,C0011065,BE
C0017205,C0005953,BE
C0333837,C0023779,BE
C0333837,C0010834,BE
C0333837,C0024369,BE
C0221135,C0871976,BE
C0221135,C0010031,BE
C0221135,C0162298,BE
C0221135,C0025362,BE
C0032594,C0392178,BE
C0012634,C0441748,BE
C0026705,C1845977,BE
C0332307,C0086795,BE
C0086795,C0011155,BE
C0086795,C0439234,BE
C0013470,C0161816,BE
C0011602,C0035287,ACCUMULATE
C0019143,C0035287,ACCUMULATE
C0011602,C0016030,ACCUMULATE
C0019143,C0016030,ACCUMULATE
C0011602,C0014261,ACCUMULATE
C0019143,C0014261,ACCUMULATE
C0011602,C0026844,ACCUMULATE
C0019143,C0026844,ACCUMULATE
C0007634,C0038999,BE
C0007634,C0010834,BE
C0010834,C0520510,BE
C0520510,C0024369,LOCATE_IN
C0022023,C0027882,BE
C0022023,C0025362,BE
C0332307,C0026705,BE
C0026705,C0241764,BE
C0026705,C0332197,BE
C0026705,C0004015,BE
C0032594,C0019143,BE
C0032594,C0011602,BE
C0026705,C0011155,BE
C0699900,C0003507,BE
C0699900,C1149973,BE
C0699900,C0003507,BE
C0699900,C1149973,BE
C0011900,C0441889,BE
C0011900,C0026705,BE
C0011900,C0026882,BE
C0039373,C0017082,BE_CAUSE_OF
C0017082,C0521450,BE
C0017082,C0028654,ACCUMULATE
C0017082,C0025362,BE
C0017082,C0456909,BE
C0017082,C3697219,BE
C0017082,C0439234,BE
C0268242,C0037906,BE_CAUSE_OF
C5419541,C0037906,BE
C0037906,C0751792,BE
C0037906,C0031307,BE
C0031307,C0023884,BE_LOCATED_ON
C0031307,C0037993,BE_LOCATED_ON
C0031307,C0005953,BE_LOCATED_ON
C0031307,C0024204,BE_LOCATED_ON
C0031307,C0549177,BE
C0751792,C0268243,BE_SEEN_IN
C0220756,C0005528,BE_CAUSE_OF
C0005528,C0017082,BE
C0392760,C0004134,BE
C0392760,C0013362,BE
C0392760,C1855019,BE
C0017205,C0014442,BE
C0017205,C4055506,BE
C0012634,C0031307,BE
C0007634,C0023884,ACCUMULATE
C0007634,C0037993,ACCUMULATE
C0007634,C0005953,ACCUMULATE
C4055506,C0019214,BE
C4055506,C0587240,BE
C0012634,C0439828,BE
C0221135,C0032594,BE
C0017973,C0023884,ACCUMULATE
C0017973,C0037993,ACCUMULATE
C0017973,C0018787,ACCUMULATE
C0017973,C0005847,ACCUMULATE
C0017973,C0006104,ACCUMULATE
C0017973,C0010031,ACCUMULATE
C0017973,C0022417,ACCUMULATE
C0392760,C0871976,BE
C0086795,C0010038,BE
C0086795,C0333562,BE
C0086795,C0333562,BE
C0086795,C0013470,BE
C0026705,C0205210,BE
C0243125,C0020488,BE
C0243125,C0205161,BE
C0017911,C0010834,BE
C0017911,C0007610,BE
C0017921,C0085078,BE
C0012634,C0024369,BE
C0017919,C0441748,BE
C0017919,C0149676,BE
C0017919,C0683312,GROUP_INTO
C0023884,C0014442,BE
C0023884,C0014442,BE
C0025519,C0019209,BE
C0019209,C0017919,BE
C0025519,C0020615,BE
C0020615,C0017725,BE
C0017920,C0017919,BE_TYPE
C0017920,C0017920,REFER_TO_AS
C0017920,C0017725,BE
C0017920,C0017911,BE
C0017919,C0026845,BE
C0014442,C0026845,BE
C0026845,C0030552,BE
C0424589,C0030552,BE
C0012634,C0026845,BE
C0012634,C0027080,BE
C0012634,C0439775,BE
C0017952,C0439775,BE
C0017924,C0017924,BE
C0017924,C0026845,BE
C0017924,C0017911,BE
C0017921,C0017921,BE
C0017921,C0521450,BE
C0521450,C0733755,BE
C0017921,C0018800,BE
C0018800,C0017921,BE
C0392760,C1444565,BE_AT
C1444565,C0011065,BE
C0681698,C0010957,BE
C0681698,C0023980,BE
C0439660,C0205161,BE
C0017919,C0023884,BE
C0017919,C0026845,BE
C0017919,C0040300,OCCUR_IN
C0205054,C0017920,BE
C0017920,C0007634,BE
C0017725,C0007634,BE
C0039738,C0017924,BE
C0917783,C0026845,BE
C0917783,C0162854,BE
C0017924,C0917783,BE
C0017924,C0026845,BE
C0017924,C0162854,BE
C0017921,C1412132,BE
C0017921,C0178784,BE
C0018787,C0017921,BE
C0033713,C0007634,BE
C0079427,C0007634,BE
C0017337,C0017337,BE
C0026882,C0680063,BE
C0678941,C0027651,BE
C0439855,C1521761,REFER_TO_AS
C0439855,C0012634,REFER_TO_AS
C0439855,C0205419,BE
C0032659,C0032529,BE
C0439855,C0032529,OCCUR_IN
C0011854,C0439855,BE
C0017337,C0011854,BE
C0017337,C0011854,BE
C0002085,C0011854,BE
C0599784,C0023884,OCCUR_IN
C0599784,C0242692,OCCUR_IN
C0014442,C0599784,BE
C0014442,C0017911,METABOLIZE
C0014442,C0242692,LOCATE_IN
C0032529,C3266262,BE
C0032529,C0012634,BE
C1290884,C0032529,BE
C0012634,C0079941,LOCATE_IN
C0012634,C0851285,BE
C0018498,C0600599,BE
C0015396,C0600599,BE
C0037290,C0600599,BE
C0489786,C0600599,BE
C0021704,C0600599,BE
C1521970,C0597336,BE
C4054723,C0439855,BE
C0011860,C0439855,BE_TYPE
C0014239,C0011847,OCCUR_IN_PATIENTS_WITH
C0028754,C0314603,BE
C4054723,C0314603,BE
C0439828,C0012634,BE
C0392756,C0012634,BE
C1285355,C1521761,BE
C0008625,C0021289,OCCUR_IN
C0008625,C0310255,OCCUR_IN
C0019247,C1515926,BE
C0019247,C1515926,BE
C0019247,C0596142,BE
C0019247,C0036869,BE
C0022526,C0314603,BE
C0022526,C0025564,BE
C0185014,C0008633,USEFUL_IN
C0185014,C0008633,BE
C0025664,C0008633,BE
C0025664,C1515001,DETECT_BY
C0025664,C1515001,BE
C1515001,C0185014,BE
C0008625,C0086418,BE
C0439064,C0333684,BE
C0008633,C0032578,BE
C0032578,C0000786,BE
C0439064,C0002938,BE
C0008633,C0002938,BE_CAUSE_OF
C0008545,C0002938,BE_CAUSE_OF
C0008545,C0007634,OCCUR_IN
C0026255,C0007634,BE
C3538308,C0002938,BE
C0205144,C0008633,BE
C0205144,C0008633,BE
C0008633,C0043544,BE
C0008633,C0043544,BE
C0026499,C0332290,BE
C0596142,C0376558,BE
C0008633,C0376558,BE
C0596142,C0017431,BE
C0008633,C0017431,BE
C0026578,presence of two or more populations of cells with different complements of chromosomes in the same individual,BE
C0205144,C0033268,BE
C0205144,C0033268,BE
C0011011,C0439750,BE
C0026578,C0036869,BE
C0026578,C0028128,BE
C0022526,C0205307,BE
C0043292,C0449774,BE
C0043292,C0446516,BE
C0043292,C0242961,BE
C0043292,C0175723,BE
C0043292,C0175723,BE
C0008633,C0376628,BE
C0376628,C0520510,BE
C0376628,C1511695,BE
C1707797,C0457309,BE
C0017797,C1276871,BE
C0008633,C0242961,BE
C0017446,C0175723,BE
C1521225,C0008662,BE
C1521225,C0575519,BE
C1521225,C0017446,BE
C1521225,C0004015,BE
C0040715,C0008633,BE
C0040715,C1184743,BE_OFTEN
C1184743,C0008633,BE
C0040715,C0008633,BE
C2936403,C0022023,BE
C0022023,C0008633,BE
C0022023,C0008633,BE
C0332255,C0205415,BE
C0205415,C0007294,BE
C0205415,C0008633,BE
C0205415,C0314603,BE
C0017001,C0205415,BE
C0205415,C0205161,BE
C0449774,C0332466,BE
C0449774,C0333715,BE
C0333715,C0008633,BE
C0040715,C0007709,BE
C0040715,C0008633,BE
C0227622,C0008633,BE
C0227622,C0008633,BE
C0332255,C0745777,BE
C0040715,C0008633,BE
C0008633,C0017337,BE
C0017337,C0035899,BE
C1517945,C0038952,BE
C1299586,C0017001,ARISE_BY
C0017337,C0220781,BE
C0205415,C0205161,BE
C0242621,C0007709,BE
C0008633,C0745777,BE
C0024874,C0332597,BE
C0242621,C0008633,BE
C0242621,C0008633,BE
C0008633,C1276871,BE
C0008633,C0017797,BE
C0008633,C0017337,BE
C0008633,C0017337,BE
C1442161,C0008633,BE
C0023595,C0441635,BE
C0596790,C1517945,BE
C0332255,C0007709,BE
C0332255,C0310255,BE
C0332255,C0017337,BE
C3481518,C0008633,OCCUR_IN
C0008633,C0035668,BE
C0035639,C1442161,BE
C0035639,C0008633,BE
C0008633,C0521164,BE
C0008626,C0008633,BE
C0008633,C1442161,BE
C0008633,C0026499,BE
C0008626,C0008633,BE
C0008633,C0041107,BE
C0008626,C0008633,BE
C0008633,C0040715,BE
C0008633,C0243067,BE
C0008633,C0243067,BE
C0008633,C0032246,BE
C0032246,C0041107,FEATURE_OF
C0008633,C0008633,BE
C0008633,C0333715,FEATURE_OF
C0008633,C0014653,BE
C0008633,C0008633,BE_TYPE
C1517946,C0008633,BE_TYPE
C0949683,C0000768,BE
C0000768,C0005615,BE
C0021359,C0949683,MANIFESTATION
C0021359,C0001578,BE
C0008626,C0392747,BE
C0030551,C0205307,BE
C0035647,C0205251,BE
C0040715,C0392747,BE
C0012634,C0392747,BE
C0596142,C0008625,BE
C0795875,C0008625,BE
C0596142,C0596142,BE_TYPE
C0596142,C0596142,BE_TYPE
C0596142,C0596142,BE_TYPE
C0039082,C0795875,BE_TYPE
C0039082,C0008633,BE
C0032463,C0553580,BE
C0039082,C0553580,BE
C0010314,C1521100,BE
C0014239,C0522498,BE
C1514562,C0524637,BE
C0013080,C0376249,OCCUR_IN
C4521766,C0376249,OCCUR_IN
C0013080,C0017337,BE
C0013080,C0008626,BE_TYPE
C0030705,C0013080,BE
C0013080,C0008633,BE
C0028303,C0041107,BE
C0028303,C0013080,BE
C0024915,C0013080,BE
C0013080,C0481667,BE
C0013080,C0481667,BE
C0013080,C0025362,BE
C0013080,C0205402,BE
C0013080,C0039738,BE
C0013080,C0205251,BE
C0013080,C0678230,BE
C0013080,C1853241,BE
C0013080,C0018798,BE
C0013080,C0267465,BE
C0013080,C1261100,BE
C0013080,C0019322,BE
C0013080,C0026827,BE
C0013080,C2346714,BE
C0013080,C0424731,BE
C0013080,C0023418,BE
C0013080,C0013080,REFER_TO_AS
C0013080,C0005615,BE
C0013080,C0221033,BE
C0040715,C2936403,BE
C0013080,C2936403,BE
C0041107,C0039082,REFER_TO_AS
C0039082,C0005615,BE
C0332307,C0221033,BE
C0040715,C2936403,BE
C0332307,C2936403,BE
C0039082,C0026010,BE
C0039082,C0017360,BE
C0039082,C0741916,BE
C0039082,C0019322,BE
C0039082,C0240912,BE
C0039082,C0025958,BE
C0039082,C0025362,BE
C0039082,C0205087,BE
C0039082,C0243067,BE
C0041107,C0152096,REFER_TO_AS
C0152096,C0005615,BE
C0332307,C0221033,BE
C0332307,C2936403,BE
C0152096,C0027530,BE
C0152096,C0185027,BE
C0152096,C0018798,BE
C0152096,C0266292,BE
C0152096,C1836589,BE
C0152096,C0240912,BE
C0021027,C1514562,BE
C0021027,C0596142,BE
C0028303,C0029974,OCCUR_IN
C0008633,C0205313,BE
C0029974,C0205144,BE
C0030652,C0008633,HAVE_EFFECT_ON
C0030705,C0520510,BE
C0008633,C0008633,BE
C0868928,C0015576,BE
C0040715,C0030551,BE
C0030551,C0333715,BE
C0030705,C0439750,BE
C0439750,C0007634,BE
C0868928,C0028303,BE
C0028303,C0013936,OCCUR_IN
C0013080,C0439828,BE
C0013080,C0004015,BE
C0007634,C0013080,BE
C0013080,C1853241,DIAGNOSE_BY
C0013080,C0229244,DIAGNOSE_BY
C0013080,C0678230,DIAGNOSE_BY
C0013080,C0025362,BE_CAUSE_OF
C0030705,an iq of 25 to 50,BE
C0013080,C0017431,BE
C0013080,C0205307,BE
C0030705,C0018798,BE
C0018798,C0243067,BE
C0243067,C0018817,BE
C0243067,C2753588,BE
C0243067,C0018818,BE
C0013080,C0599196,BE
C0014876,C0000768,BE_TYPE
C0700321,C0000768,BE_TYPE
C0000768,C0030705,BE_COMMON_IN
C0008059,C0085669,AT_RISK_OF_DEVELOPING
C0085669,C0023449,BE
C0085669,C0023467,BE
C0013080,C0085669,BE
C0030705,C1521970,BE
C0002395,C0011164,BE
C0013080,C0002395,BE
C0030705,C0871261,BE
C0871261,C3714514,BE
C3714514,C0024109,LOCATE_IN
C0871261,C0004364,BE
C0013080,C0871261,BE
C0013080,C3714514,BE
C0013080,C0004364,BE
C2699787,C0007613,BE
C0184511,C0027361,BE
C0013080,C0013080,BE
C0086418,C0699748,BE
C0017258,C1704259,BE
C0017337,C1658974,BE
C0017337,C0243107,BE
C0017337,C1157079,BE
C2825314,C0008664,BE
C2825314,C0017337,BE
C1513388,C0013080,BE
C0007634,C0015965,BE
C2936621,C0008633,BE
C4505151,C0025663,BE
C4505151,C0013080,BE
C4505151,C0014239,BE
C0205396,C0314603,BE
C0314603,C0007634,BE
C0012236,C0039082,BE
C0012236,C0012634,BE
C0012634,C0008633,BE
C0012236,C0018798,DIAGNOSE_BY
C0018798,C0504048,BE
C0012236,C0000768,DIAGNOSE_BY
C0012236,C0266617,DIAGNOSE_BY
C0012236,C0424605,DIAGNOSE_BY
C0012236,C0012236,DIAGNOSE_BY
C0012236,C0007634,BE
C0012236,C1389851,DIAGNOSE_BY
C1389851,C0020598,BE
C0012236,C4521766,BE
C0012236,C4521766,BE
C0205419,C0029166,BE
C0021051,C0012236,BE
C0020598,C0012236,BE
C0012236,C0021051,FEATURE_OF
C0012236,C0332437,FEATURE_OF
C0012236,C0741916,FEATURE_OF
C0030705,C0036341,REDUCE_RISK_OF
C0030705,C0005586,REDUCE_RISK_OF
C0036341,C0001675,BE
C0017446,C0027361,BE
C0008633,C0017337,BE
C1420603,C0812327,BE
C1517945,C0039082,BE
C0017337,C0004927,BE
C0011900,C0442726,BE
C0442726,C0162789,BE
C0013080,C0017337,BE
C0017337,C0013080,BE
C0017337,C0008633,BE
C0017337,C0026578,BE
C0013080,C0025362,BE
C0013080,C1853241,BE
C0013080,C0678230,BE
C0013080,C4228353,BE
C0013080,C0205250,BE
C0013080,C0205250,BE
C0013080,C0012634,BE
C0008633,C0220781,BE
C0008633,C0012236,BE
C0012236,C0012236,BE
C0012236,C0007634,BE
C0012236,C1389851,BE
C0012236,C0020598,BE
C0008633,C0012236,BE
C0012236,C0012634,BE
C0012236,C0266617,BE
C0012236,C0424605,BE
C0008633,C0376558,BE
C0008633,C0012727,BE
C0870705,C0012727,BE
C0024874,C0314603,BE
C0544461,C1279919,OCCUR_IN
C0544461,C0439228,OCCUR_IN
C0008633,C0013936,ACTIVATE_BY
C0008633,C0013936,ACTIVATE_BY
C0024874,C0205177,BE
C0544461,C0043292,BE
C1563707,C0205307,BE
C0544461,C3494264,BE
C3494264,C1421536,BE
C3494264,C0007610,BE
C3494264,C0043292,BE
C3494264,C0017337,BE
C1421536,C0205177,BE
C1421536,C0679058,BE
C1563707,C0392747,BE
C0017337,C0544461,BE
C0017337,C0544461,BE
C0017337,C0008626,BE
C0017337,C0041408,BE
C0008626,C0041408,BE
C0043381,C0870705,BE
C0008633,C0020283,BE
C0008633,C0007589,BE
C1420418,C0446516,BE_LOCATED_ON
C0022735,C0008633,BE
C0041408,C0008633,BE
C0022735,C0151721,BE
C0022735,C0008633,BE
C0022735,C0086582,BE_COMMON_CAUSES_OF
C0392760,C0332307,BE
C0332307,C0008633,BE
C0035668,C0014239,BE
C0034519,C0014239,BE
C0014239,C0022735,BE
C0392148,C0348080,BE
C0022735,C0205210,BE
C0022735,C0020619,BE
C0030705,C0242821,BE
C0039082,C0442805,BE
C0039082,C0233426,BE
C0022735,C0242821,BE
C0022735,C0018494,BE
C0022735,C0242821,BE
C0022735,C0018494,BE
C0022735,C0018418,BE
C0039082,C0456389,BE
C0333641,C0441889,BE
C0333641,C0441889,BE
C0030705,C0015895,BE_OFTEN
C0039082,C0017337,BE
C0017337,C0037868,BE
C0205462,C0022023,BE
C0039082,C0678594,BE
C0007634,C0205402,BE
C0007634,C0020507,BE
C0007634,C0442805,BE
C0022735,C0025362,BE
C0039082,C0008633,BE
C0022735,C0006142,BE
C0006826,C0205307,BE
C0022735,C0262963,BE
C0022735,C0004364,BE
C0012634,C0024141,BE
C0041408,C0017431,BE
C0041408,C0008633,BE
C0041408,C0008633,BE
C0030705,C0008633,BE
C0008633,C5444858,BE
C0041408,C0151686,BE
C0018270,C0205161,BE
C0041408,C0013604,BE
C0013604,C0022009,BE
C0013604,C0008059,BE
C0041408,C1855728,BE
C0041408,C0158465,BE
C0158465,C0442805,BE
C0041408,C0183251,BE
C0041408,C0240635,BE
C0041408,C0013604,BE
C0041408,C0000768,BE
C0220781,C0221353,BE
C0220781,C0149630,BE
C0220781,C0022023,BE
C0243050,C0013470,BE
C0022023,C1839248,BE
C0041408,C0005615,BE
C0041408,C5444858,BE
C0041408,C1520179,BE
C0041408,C0017797,BE
C0041408,C0262201,BE
C0041408,"46,x, r(x)",BE
C0041408,C0332307,BE
C1514562,C0041408,BE
C0022526,C0041408,BE
C0392760,C1521970,BE
C0039082,C0231330,BE
C0243107,C0547040,BE
C0018494,C0227099,BE
C0030705,C0232939,BE
C0039082,C0018120,TURN_INTO
C0030705,C0205307,BE
C0030705,C0870705,BE
C0004358,C0020676,BE
C0008633,C0271790,BE
C0205225,C0041408,BE
C0041408,C0022526,BE
C0030705,C0439750,BE
C0030705,C0000768,BE
C0008633,C0220781,BE
C0000768,C0008633,BE
C0017337,C0041408,BE
C0017337,C0205419,BE
C0041408,C0205307,BE
C0041408,C0232939,BE_SEEN_IN
C0043292,C0029047,BE
C0043292,C0243107,BE_NEEDED_FOR
C0243107,C0022023,BE
C0029045,C0025266,BE
C0029045,C3242296,BE
C0008633,C1517945,BE
C0521110,C0439234,BE
C0039082,C1704972,BE
C1704972,C0266371,BE
C0243107,C0043292,BE
C0013336,C0031437,BE
C1420041,C0262201,BE
C1420041,C0043292,BE
C1420041,C0008633,BE
C0205307,C0205177,BE
C1517945,C0013336,BE
C0017337,C0008059,BE
C1517945,C0018270,BE
C1517945,C4228353,BE
C1517945,C5393845,BE
C0017337,C0043292,LOCATE_IN
C0008633,C0041408,BE
C0008633,C0243107,BE
C1563707,C0008633,BE
C0022735,C0008633,BE
C0022735,C0043381,BE
C0022735,C0008633,BE
C0030705,C0156312,BE
C0030705,C0021359,BE
C0030705,C0242821,BE
C0030705,C0018418,BE
C0030705,C0242821,BE
C0022735,C0014239,BE_COMMON_CAUSES_OF
C0041408,C0008633,BE
C0041408,C0008633,BE_CAUSE_OF
C0041408,C0026578,BE_CAUSE_OF
C0041408,C0008633,BE_CAUSE_OF
C0041408,C0013336,DIAGNOSE_BY
C0041408,C0221217,DIAGNOSE_BY
C0041408,C0158465,DIAGNOSE_BY
C0041408,C4049796,DIAGNOSE_BY
