START_ID,END_ID,TYPE
C0012634,C1516240,characterized_by
C0012634,C0205307,is
C0012634,C3887486,cause
C3263722,C0004651,leads_to
C3263722,C0030685,leads_to
C0079189,C0040690,includes
C1800706,C0012634,is_a_prototypic_of
C1800706,C3887486,characterized_by
C1800706,C0016030,characterized_by
C1800706,C0220781,characterized_by
C1883067,C0241984,also_known_as
C0449774,C0032285,is_known_as
C0032273,C0024115,is_a_term_for
C0024115,C0004048,caused_by
C0032273,C0012634,includes
C0032273,C0012634,includes
C0303751,C0024115,induces
C0009132,C0032273,causes
C0032273,C0009545,characterized_by
C0007018,C0231242,causes
C0231242,C1418866,characterized_by
C0037098,C0037116,causes
C0037116,C0003507,associated_with_exposure_in
C0037116,C0206243,associated_with_exposure_in
C0037116,C0026175,associated_with_exposure_in
C0037116,C0135615,associated_with_exposure_in
C0037116,C4761490,associated_with_exposure_in
C0037116,C0007742,associated_with_exposure_in
C0220806,C0024115,induces
C0024115,C0032273,is_a
C0032273,C0009132,caused_by_inhalation_of
C0032273,C0037098,caused_by_inhalation_of
C0032273,C0003947,caused_by_inhalation_of
C0032273,C0274281,stems_from
C0003947,C0006826,increases_risk_for
C0442805,C0680022,extends_to
C0442805,C0027361,extends_to
C0303751,C0752135,associated_with
C0274281,C0012634,produces
C0274281,C0553580,occurs_in
C0441472,C0456389,depends_on
C0441472,C0332479,depends_on
C0441472,C0597177,depends_on
C0441472,C0026606,depends_on
C0597177,C0178987,unlikely_to_reach
C0547044,C1515933,move_into_and_out_of
C0547044,C0733755,cause
C1301886,C0014239,are
C1301886,C0205108,get_lodged_at
C0009132,C0014239,is
C0549177,C0024109,deposited_in
C0333562,C0024115,cause
C0037098,C0009132,is_more_reactive_than
C0003947,C0009132,is_more_reactive_than
C0005139,C0009132,is_more_reactive_than
C0003947,C0441472,result_in
C0441472,C0086045,occur_at
C0004048,C0179330,entrapped_in
C0004048,C0024109,removed_from
C0004048,C0026649,removed_by
C0597177,C0022023,become_impacted_at
C0024432,C0022023,accumulate_at
C0024432,C0205087,engulf
C0085236,C0007634,is_a
C0085236,C0021368,involved_in
C0085236,C0021368,involved_in
C0085236,C0273115,involved_in
C0085236,C0016059,involved_in
C0004651,C1515877,causes
C0597177,C2936529,activate
C0597177,C0333348,induce_production_of
C0597177,C1257900,induce_release_of
C1521761,C1155266,initiates
C1155266,C1326347,leads_to
C1155266,C0733755,leads_to
C0004048,C0024235,may_reach
C0004048,C0001779,reach_lymphatics_by
C0004048,C0004651,reach_lymphatics_by
C0004048,C0020964,initiate
C0020964,C0449432,to
C0020964,C0033684,to
C0020964,C0441472,leads_to
C0020964,C0441472,leads_to
C0302836,C1280500,worsens
C0302836,C0003947,worsens_effects_of
C0301630,C0012634,reduced
C0009132,C0012634,induces
C0003165,C0031916,characterized_by
C0031916,C0007634,occur_without
C0032273,C0004651,characterized_by
C0032273,C0031843,causes
C0231242,C0205231,characterized_by
C0231242,C0031843,causes
C0205329,C0205231,characterized_by
C0205329,C0031843,causes
C0023595,C1418866,progresses_to
C1418866,C0085155,is_a
C1418866,C0441472,applies_to
C0441472,C0032273,is_a_complication_of
C0009131,C0007009,contains
C0007018,C0723796,contains
C0007018,C0681698,contains
C0007018,C0444626,contains
C0303755,C0205250,associated_with
C0003165,C0205263,is_a
C0003165,C0028128,is
C0003165,C0341671,seen_in
C0003165,C0014239,seen_in
C0003165,C3494625,seen_in
C0007009,C0085236,engulfed_by
C0007009,C0004651,engulfed_by
C0004651,C0009780,accumulate_in
C0004651,C0024109,accumulate_along
C0004651,C0024235,accumulate_along
C0004651,C0746922,accumulate_in
C0023595,C0553580,characterized_by
C0023595,C0028259,characterized_by
C0007018,C0004651,consists_of
C0007018,C0225325,consists_of
C0009545,C0024109,located_in
C0009545,C0225756,more_heavily_involved_in
C0009545,C1710706,more_heavily_involved_in
C0023595,C0221227,may_lead_to
C0031843,C0041700,more_common_in
C0031843,C0015176,more_common_in
C0205250,C0031843,causes
C0231242,C0023595,occurs_on_background_of
C0231242,C4727092,caused_by
C0231242,C0439064,characterized_by
C0439064,C0009325,consist_of
C0439064,C0031916,consist_of
C0009170,C0016034,is_a
C0009170,C0031843,produces
C1418866,C0031843,causes
C1418866,C0020542,causes
C1418866,C0034072,causes
C0242656,C0441889,linked_to
C0242656,C2828008,linked_to
C1418866,C1272688,has_tendency_to
C0009170,C0684249,not_associated_with_increased_frequency_of
C0009170,C0553580,distinguished_from
C0009170,C0003948,distinguished_from
C0577559,C1527116,occurs_in
C0332268,C0016059,associated_with
C0037116,C0028797,is_a
C0037116,C0444626,caused_by
C0043227,C0037116,at_high_risk_for
C0026175,C0037116,at_high_risk_for
C0037098,C0444626,occurs_in_form_of
C0037098,C0020283,occurs_in_form_of
C0444626,C0034387,include
C0444626,C0037098,include
C0444626,C0037098,include
C0444626,C0600688,are
C0444626,C0206643,are
C0034387,C0037116,most_commonly_implicated_in
C0004048,C0014597,interact_with
C0004048,C0024432,interact_with
C0232478,C2936529,cause
C0232478,C0030685,cause
C0085236,C0243042,release
C0243042,C0021755,include
C0243042,C0812246,include
C0243042,C0016055,include
C0243042,C0127400,include
C0243042,C0178645,include
C0243042,C0079189,include
C0026162,C1280500,reduces
C0520514,C1280519,has
C1280500,C0024115,causes
C0037116,C0024109,seen_in
C0008767,C0225756,contracted
C0037116,C0439794,causes
C0028259,C0028128,are
C0028259,C0000744,are
C0028259,C0443299,are
C0028259,C0332268,are
C0028259,C0024109,located_in
C0028128,C0009325,demonstrates
C0009325,C0020283,surround
C5551822,C0037116,distinctive_for
C0553580,C0028259,located_in
C0028259,C0241158,coalesce_into
C0241158,C1418866,progresses_to
C0022023,C0746922,occur_in
C0022023,C0032225,occur_in
C0037116,C1306645,detected_by
C1306645,C0028128,show
C0028128,C0024109,located_in
C1418866,C0020542,causes
C1418866,C0034072,causes
C0205263,C0020542,causes
C0933845,C0020542,causes
C0205263,C0034072,causes
C0933845,C0034072,causes
C0037116,C0442805,associated_with
C0037116,C0020966,depresses
C0444626,C0004611,inhibits
C0041296,C0868928,contain
C0274281,C0442805,associated_with
C0003947,C0871208,is_a
C0332157,C0235989,linked_to
C0235989,C0003949,also_known_as
C0332157,C0392752,linked_to
C0392752,C0032225,located_in
C0332157,C0699952,linked_to
C0332157,C0032227,linked_to
C0332157,C0684249,linked_to
C0332157,C0345967,linked_to
C0332157,C0346109,linked_to
C0332157,C0595989,linked_to
C1332339,C0680022,has_increased_incidence_in
C0014406,C3245505,has
C0003947,C0024432,phagocytosed_by
C0003947,C2936529,activates
C0003947,C3548808,damages
C3548808,C0333348,stimulates
C3548808,C0030685,stimulates
C0003947,C0041363,functions_as
C0003947,C0041370,functions_as
C0003947,C0086610,causes_oncogenic_effects_on
C0016693,C1280500,mediates
C0003947,C0016693,generates
C0003947,C0024109,localizes_in
C0003947,C0225335,localizes_near
C3245505,C0003947,adsorbed_onto
C3245505,C5551822,contributes_to
C0003947,C0037369,causes
C0302836,C0024109,has_synergy_with
C0684249,C0014239,develops_in
C0003949,C0205219,characterized_by
C0205219,C0556984,characterized_by
C0556984,C0001795,has_morphology
C0556984,C0205099,has_part
C0556984,C0003947,consists_of
C0003947,C0520510,coated_with
C0024432,C0556984,forms
C0302583,C0031307,derived_from
C0003949,C0205251,begins_in
C0003949,C0017446,begins_in
C0003949,C0024109,spreads_to
C0003949,C0024109,spreads_to
C0441472,C0003737,distorts
C0441472,C0549177,creates
C0549177,C0439709,enclosed_by
C0392760,C0007018,becomes
C0016059,C0225776,develops_in
C0016059,C0001511,causes
C0008767,C0034052,traps
C0008767,C0034052,narrows
C0008767,C0034052,traps
C0008767,C0034052,narrows
C0008767,C0020542,causes
C0008767,C0034072,causes
C0340030,C0006675,contain
C0340030,C0040399,develops_on
C0340030,C0205093,develops_on
C0340030,C1332713,develops_on
C0003948,C0032227,induces
C0003948,C0699952,induces
C0003949,C0746105,is_a
C0013404,C0003948,appears_after
C0003949,C0010200,accompanied_by
C0003949,C0242104,accompanied_by
C0003949,C0018802,progresses_to
C0003949,C0034072,progresses_to
C0003949,C0011065,progresses_to
C0340030,C1306645,detected_by
C0684249,C0332157,develops_in
C0345967,C0332157,develops_in
C0003948,C0684249,increases_risk_for
C0003948,C0025500,increases_risk_for
C0025500,C0521114,is_a
C0239059,C0684249,increases_risk_for
C0242379,C0003948,associated_with
C0153494,C0003948,associated_with
C0242379,C0278252,has_prognosis
C0153494,C0278252,has_prognosis
C0003949,C0032225,causes
C0003949,C3887486,causes
C3887486,C0205251,affects
C0032273,C0012634,encompasses
C0032273,C0205087,results_from
C0032273,C0332157,results_from
C0032273,C0681698,results_from
C0085236,C0017337,play_role_in
C0085236,C0021368,promote
C0085236,C0162772,produce
C0085236,C0079189,produce
C0012634,C0003165,includes
C0012634,C0032273,includes
C0032273,C0553580,includes
C0032273,C0028259,includes
C0032273,C0221227,includes
C0012634,C0205329,includes
C0205329,C0031843,manifested_by
C0205329,C0020542,manifested_by
C0205329,C0034072,manifested_by
C0037116,C0205214,is_a
C0444626,C0037116,causes
C0034387,C0444626,is_a
C0037116,C0231221,manifests_as
C0037116,C1418866,manifests_as
C0037116,C0041296,increases_susceptibility_to
C0274281,C0242379,associated_with
C0003948,C0235989,linked_with
C0235989,C0003949,is_a
C0003948,C0392752,linked_with
C0003948,C0699952,linked_with
C0003948,C0032227,linked_with
C0003948,C0242379,linked_with
C0003948,C0345967,linked_with
C0003948,C0346109,linked_with
C0003948,C0007107,linked_with
C0239059,C0242379,increases risk for
C0003948,C0242379,increases risk for
C0680022,C0006826,are at increased risk for
C0013227,C1515926,cause
C0005740,C0003392,is a type of
C0005740,C3714636,causes
C0005740,C3887486,causes
C0002598,C0003195,is a type of
C0002598,C3714636,is associated with risk for
C0002598,C0016059,is associated with risk for
C0206063,C0034519,is a complication of
C1510518,C0015967,is manifested by
C1510518,C0013404,is manifested by
C1510518,C0032227,is manifested by
C1510518,C0235896,is manifested by
C1510518,C0149783,may resolve with
C1510518,C0206063,may progress to
C0206063,C0034069,is associated with
C0036202,C0012634,is a type of
C0036202,C0021368,is characterized by
C0021368,C0040300,occurs in
C0036202,C0085581,can present as
C0026918,C0021386,produce
C0026946,C0021386,produce
C0005138,C0021386,produces
C0036202,C0456973,major finding at presentation is
C0036202,C1314939,major finding at presentation is
C0442850,C0868928,occurs in
C1314939,C0868928,occurs in
C0442850,C0036202,may be presenting feature of
C1314939,C0036202,may be presenting feature of
C0036202,C0014239,affects
C0036202,C0553580,affects
C0036202,C0027362,affects
C0036202,C0439234,has predilection for
C0036202,C0032659,has high incidence in
C0036202,C0032659,has high incidence in
C0036202,C1301808,has high incidence in
C0376249,C0205250,is
C0036202,C0337672,has higher prevalence among
C0337664,C0036202,is unique to
C0015127,C0028128,is
C0036202,C0021053,is a disease of
C0036202,C0314603,occurs in
C0036202,C0336535,occurs in individuals exposed to
C0000768,C0871261,suggest
C0007634,C0205396,is to
C0007634,C0039215,is driven by
C0039215,C0242961,accumulate_in
C0007634,C0010828,has_condition
C0039215,C0022023,undergo
C0007595,C0024109,occurs_within
C0079189,C0021756,include
C0079189,C0002199,include
C0442805,C1155046,result_in
C0442805,C0024426,result_in
C0079189,C0079633,include
C0079189,C0812246,include
C0079189,C2350701,include
C0442805,C0007634,favor
C0442805,C0271510,favor
C0442805,C0220781,contribute_to
C0206120,C0444099,occurs_to
C0444099,C0006836,include
C0444099,C0034131,include
C0009085,C0314603,suggests
C0868928,C0314603,suggests
C0036202,C0024109,recurs_in
C0036202,C0024128,occurs_after
C0036202,C0038952,has_no_effect_on
C0003320,C0036202,proposed_as_inciting_agent_for
C0003320,C0042776,include
C0003320,C0026912,include
C0003320,C0006033,include
C0003320,C0032385,include
C0036202,C0456981,no_link_to
C0036202,C0314732,no_link_to
C0018188,C0036202,is_cardinal_histopathologic_feature_of
C0018188,C0443299,is_a
C0443299,C0007634,rimmed_by
C0017526,C0004651,formed_by
C0016030,C0018188,found_peripheral_to
C0016030,C0009325,proliferate_and_lay_down
C0009325,C0024874,replaces
C0009325,C0241158,forms
C0556984,C0022023,are
C0022023,C0006675,composed_of
C0022023,C0033684,composed_of
C0014239,C0022023,are
C0022023,C0017526,enclosed_within
C0556984,C0018188,seen_in
C0014239,C0018188,seen_in
C0556984,C0036202,not_required_for_diagnosis_of
C0014239,C0036202,not_required_for_diagnosis_of
C0027540,C0018188,may_be_present_in
C0027540,C0018188,present_in
C0024109,C0036202,involved_in
C0024109,C0030705,involved_in
C0018188,C2328510,predominantly_involve
C0018188,C0040300,localize_in
C0018188,C0024109,localize_in
C0018188,C0032225,localize_in
C0006279,C0007634,contains
C0018188,C3887486,replaced_by
C3887486,C0241984,results_in
C0036202,C0013470,characterized_by
C0013470,C0017526,contain
C0040578,C0030705,are_enlarged_in
C0030705,C2747860,present_with
C0746922,C0234226,are
C0746922,C0205233,have
C0746922,C1513853,are
C0746922,C1513853,are
C0746922,C0041582,do_not
C0037284,C0030705,encountered_in
C0014743,C0036202,is_a_hallmark_of
C0014743,C0028259,consists_of
C0028259,C0040399,located_on
C0018188,C0022023,are_uncommon_in
C0443299,C0036202,can_occur_in
C0443299,C0021386,reveal
C1285092,C0030705,occurs_in
C1314939,C0227099,takes_the_form_of
C1314939,C1412791,takes_the_form_of
iritis or iridocyclitis,C0205092,may_be
iritis or iridocyclitis,C0238767,may_be
C1314939,C0010038,may_develop
C1314939,C0017601,may_develop
C1314939,C1517945,may_develop
C1185740,C0036202,is_affected_in
C1314939,C1413096,results_in
C1314939,C0035333,results_in
C1314939,C1314939,results_in
C1521991,C0021368,are_accompanied_by
C0021368,C0221103,causes
C0221103,C0086981,is_also_known_as
C0205093,C0030705,occurs_in
C0205093,C1285092,involves
C0030705,C0043352,develop
C0043352,C0043352,is_also_known_as
C1314939,C0026103,is_designated
C0037993,C0018188,contains
C0037993,C0549177,becomes
C0023884,C0205288,demonstrates
C0205288,C0001895,located_in
C0030705,C0019209,demonstrate
C0030705,C0151746,demonstrate
C0005953,C0030705,reported_in
C0005953,C0022023,rarely_causes
C0037088,C0020437,include
C0037088,C0020438,include
C0020437,C0238790,are_not_related_to
C0020437,C0442805,caused_by
C0442805,C0205177,secondary_to
C0205177,C0004651,produced_by
C0036202,C0231221,is
C0036202,C0205087,discovered_as
C0036202,C0444507,discovered_as
C2747860,C0036202,may_be_a_presenting_manifestation_of
C5393824,C0036202,may_be_a_presenting_manifestation_of
C0442850,C0036202,may_be_a_presenting_manifestation_of
C0038002,C0036202,may_be_a_presenting_manifestation_of
C0019209,C0036202,may_be_a_presenting_manifestation_of
C0037090,C0868928,appear_in
C0037090,C0013404,include
C0037090,C0850149,include
C0037090,C2364135,include
C0009812,C0868928,appear_in
C0009812,C0015967,include
C0009812,C0015672,include
C0009812,C1262477,include
C0009812,C0003123,include
C0009812,C0028081,include
C0011900,C0036202,does_not_exist_for
C0036202,C0332290,requires
C0036202,C0012634,requires
C0036202,C0020792,requires
C0041296,C0036202,must_be_excluded_in_diagnosis_of
C0036202,C0750729,follows
C0036202,C0205329,characterized_by
C0036202,C0026606,characterized_by
C0022023,C0205359,may_be
C0022023,C0149783,initiated_by
C0022023,C0205355,are_often
C0027361,C0205319,recover_with
C0027361,C0031843,develop
C0027361,C0042798,develop
C0027361,C0205329,succumb_to
C0027361,C0034072,succumb_to
C0036202,C0012634,is_a
C0036202,C0743626,has
C1521733,C0392148,is
C0021386,C0040300,located_in
C1836575,C0007634,include
C0039215,C0024109,located_in
C0039215,C0079189,secrete
C0079189,C0002199,include
C0029166,C0497156,include
C0029166,C0442850,include
C0442850,C0086981,manifests_as
C0086981,C0013238,is_a
C0442850,C0227099,manifests_as
C0442850,C1412791,manifests_as
C0029166,C0037284,include
C0037284,C0014743,include
C0037284,C0151811,include
C0029166,C0681698,include
C0681698,C0023884,affects
C0681698,C0444099,affects
C0681698,C0005953,affects
C1314939,C0868928,occurs_in
C1314939,C0220781,involves
C1314939,C3887486,involves
C0002390,C0012634,is_a
C0002390,C1515933,primarily_affects
C0002390,C0002390,also_called
C0002390,C0028797,is_a
C0002390,C0004048,results_from
C0004048,C0011911,found_in
C0006255,C0004096,is_focus_of_injury_in
C0010957,C1515933,occurs_at
C0002390,C0085581,manifests_as
C0085581,C0392756,associated_with
C0085581,C0392756,associated_with
C0085581,C0392756,associated_with
C0274281,C1880371,are
C0039082,C0037088,share
C0039082,C1316210,share
C0039082,C0205463,have
C0003320,C0002390,cause
C0001774,C0205279,associated_with_exposure
C0001774,C0181232,associated_with_exposure
C0001774,C0014948,associated_with_exposure
C0001774,C0032098,associated_with_exposure
C0016832,C0205279,associated_with_exposure
C0016832,C0181232,associated_with_exposure
C0016832,C0014948,associated_with_exposure
C0016832,C0032098,associated_with_exposure
C0043393,C0205279,associated_with_exposure
C0043393,C0181232,associated_with_exposure
C0043393,C0014948,associated_with_exposure
C0043393,C0032098,associated_with_exposure
C0026912,C0302908,associated_with_exposure
C0026912,C0004836,associated_with_exposure
C0026912,C0227099,associated_with_exposure
C0005595,C0221135,associated_with_exposure
C0005595,C0014239,associated_with_exposure
C0005595,C0013268,associated_with_exposure
C0005595,C0030435,associated_with_exposure
C0220806,C0553580,associated_with_exposure
C0553580,C0014239,found_in
C0220806,C0043481,associated_with_exposure
C0220806,C0013343,associated_with_exposure
C0002390,C0012634,is_a
C0006279,C0442805,show
C0002390,C0442805,associated_with
C0030705,C0205369,have
C0205369,C0229671,located_in
C0009498,C0677535,located_in
C0021027,C0677535,located_in
C0021386,C0024109,located_in
C0021386,C0030705,found_in
C1521733,C3278584,includes
C3278584,C0819925,located_in
C0024264,C0024109,predominate_in
C0032112,C0024109,present_in
C0004651,C0024109,present_in
C0027950,C0020517,present_in
C0205169,C0002390,present_in
C0205169,C0022023,located_in
C0596790,C0020517,occurs_in
C0205407,C0002390,characteristic_of
C0021376,C0002390,characteristic_of
C0002390,C0001349,manifests_as
C0441472,C0015967,characterized_by
C0441472,C0010200,characterized_by
C0441472,C0013404,characterized_by
C0441472,C0009812,characterized_by
C0002390,C0008679,manifests_as
C0012634,C1298634,characterized_by
C0012634,C0013404,characterized_by
C0012634,C0231218,characterized_by
C0012634,C1262477,characterized_by
C4086878,C0332157,has_temporal_relationship_with
C0332157,C0699795,causes
C1549081,C0205197,leads_to
C0231174,C0012634,results_in
C0012634,C0024109,characterized_by
C0014467,C0024109,recruited_to
C0271510,C1257900,mediated_by
C0012634,C0152036,has_origin
C0034068,C0683312,has_categories
C0231174,C0015967,characterized_by
C0231174,C0013404,characterized_by
C0231174,C0242184,characterized_by
C0231174,C0205219,characterized_by
C0006279,C0014467,contains
C0231174,C0001617,responds_to
C0014457,C0009250,characterized_by
C0014457,C0005767,characterized_by
C0014457,C0449259,has_course
C1706784,C0332448,thickened_by
C0332448,C0014467,contains
C0332448,C0007634,contains
C0014458,C0009450,caused_by
C0014458,C0205145,caused_by
C0272194,C0004096,associated_with
C0272194,C0013182,associated_with
C0272194,C0042384,associated_with
C2930941,C0205418,characterized_by
C2930941,C0014467,characterized_by
C0205418,C0677535,located_in
C0205418,C0227130,located_in
C2930941,C0743973,accompanied_by
C2930941,C0028081,accompanied_by
C2930941,C0013404,accompanied_by
C2930941,C0012634,is_a
C0037369,C0600260,associated_with
C0037369,C0012634,associated_with
C0037369,C0206062,associated_with
C0238378,C0012634,is_a_type_of
C0006271,C0012634,is_a_type_of
C0037390,C0004651,has_histologic_feature
C0024432,C0004651,contain
C0024432,C0032326,located_in
C1706784,C3887644,thickened_by
C0332448,C0024264,contains
C3887486,C1547225,has_severity
C0024119,C0205161,reveal
C0030705,C0278250,has_prognosis
C0030705,C0038317,responds_to
C0030705,C0085134,responds_to
C0030705,C0039798,progresses_despite
C0006271,C0022023,is_a
C0006271,C0337664,found_in
C0006271,C0004651,characterized_by
C0024432,C0004651,similar_to
C0024432,C0037775,has_distribution
C0016059,C0006271,associated_with
C0030705,C0013404,present_with
C0030705,C0850149,present_with
C0006271,C0085134,recede_with
C0238378,C0004651,has_feature
C0024432,C0227130,located_within
C0238378,C0439709,has_feature
C0034065,C0022023,is_a
C0019080,C0022023,is_a
C0021308,C0022023,is_a
C0040038,C0011065,causes
C0040038,C0012634,complicates
C1704212,C0700321,are
C1704212,C0205210,are
C0034065,C0011065,is_diagnosed_before
C0024109,C1511726,varies_widely
C0024109,C0017337,is_1_percent_in
C0024109,C0027361,is_30_percent_in
C0024109,C0027361,is_30_percent_in
C0024109,C0027361,is_30_percent_in
C0087086,C0034052,occlude
C1955781,C0087086,arise_from
C0087086,C0549177,located_in
C0087086,C0032652,involve
C0087086,C0549177,involve
C0035253,C0042487,is_risk_factor_for
C0020944,C0042487,is_risk_factor_for
C0038894,C0042487,is_risk_factor_for
C0038894,C0042487,is_risk_factor_for
C0038894,C0042487,is_risk_factor_for
C0014239,C0042487,is_risk_factor_for
C0006434,C0042487,is_risk_factor_for
C0016655,C0042487,is_risk_factor_for
C0018802,C0042487,is_risk_factor_for
C0025344,C0042487,is_risk_factor_for
C0423896,C0042487,is_risk_factor_for
C0346957,C0042487,is_risk_factor_for
C0205225,C0042487,is_risk_factor_for
C0380964,C0205225,is_a
C0162326,C0456389,depend_on
C0456389,C0028778,dictates
C0162326,C0030705,depend_on
C0034094,C0428642,has_consequence
C0034094,C0022116,has_consequence
C0205251,C0428642,causes
C0441712,C0085616,cause
C0030685,C0085616,causes
C0085616,C0428642,contributes_to
C0040057,C0127400,is_a
C0036751,C0127400,is_a
C0005847,C0442805,results_in
C0005847,C0205216,results_in
C0005847,C0235527,results_in
C0235527,C0155672,is_a
C0005847,C0011071,results_in
C0547044,C1274040,results_in
C0547044,C1274040,results_in
C0700292,C0441712,develops_as_result_of
C0301630,C1440080,causes
C1440080,C0475224,occurs_in
C0332281,C0026649,leads_to
C0026649,C1440080,causes
C0392756,C0003842,causes
C0428871,C0016522,occurs_through
C0016522,C0027361,present_in
C0024109,C0034052,oxygenated_by
C0024109,C0006257,oxygenated_by
C0024109,C1515933,oxygenated_by
C0027543,C0021308,is_a
C0021308,C0030705,occurs_in
C0021308,C0031843,occurs_if
C0021308,C0005775,occurs_if
C0021308,C0017446,occurs_if
C0017446,C0012634,caused_by
C0162326,C0577559,depend_on
C0162326,C0017337,depend_on
C0549177,C0034052,may_embed_in
C0549177,C0024109,may_embed_in
C0549177,C0023370,may_lodge_as
C0023370,C0024109,located_at
C0242184,C0011065,causes
C0205090,C0011065,causes
C0205090,C0155672,is_a
C1704212,C4022895,become_impacted_in
C1704212,C0700321,become_impacted_in
C0022023,C0024109,maintains
C0205251,C0024109,maintains
C0007634,C0001779,causes
C0449438,C0021308,causes
C0018802,C0449438,causes
C4290180,C0021308,increases_risk_for
C0021308,C0205251,affect
C0021308,C0227099,are_multiple
C0021308,C0332479,morphology_is
C0034074,C0333275,are
C0034074,C0027540,appear_as
C0205148,C0015388,is_covered_by
C0028778,C0017446,located_near
C0014792,C0439227,lyse_within
C0021308,C1413096,becomes
C0019113,C0021308,is_produced_during
C0035139,C0205284,begins_at
C0035139,C0241158,converts
C0023370,C0042449,originates_from
C0023370,C0226069,located_in
C0023370,C0024109,located_in
C0524702,C0205210,is
C0596229,C0443348,sustains
C0013922,C0040044,removed_by
C0034074,C0700321,is
C0034074,C0230779,morphology_is
C0034074,C0333275,is
C0034065,C0011065,causes
C0034065,C0264715,causes
C0034065,C0036974,causes
C0005839,C0011065,causes
C0005839,C0264715,causes
C0005839,C0036974,causes
C0549177,C0489877,obstructs
C0700321,C0489877,obstructs
C0024109,C0034074,causes
C0684207,C0034074,contributes_to
C0034074,C0013404,presents_with
C1455761,C0020542,lead_to
C1455761,C0264717,lead_to
C1455761,C0003850,lead_to
C0003850,C0332271,causes
C0026606,C0022023,causes
C1521761,C0014239,increases_risk_of
C0034065,C0034065,increases_risk_of
C0034065,C0003281,prophylactic_therapy_includes
C0034065,C0013457,prophylactic_therapy_includes
C0034065,C0185125,prophylactic_therapy_includes
C0034065,C1449835,prophylactic_therapy_includes
C0034065,C0022206,prophylactic_therapy_includes
C0034065,C0003281,treated_by
C0034065,C0040044,treated_by
C0058836,C0036974,have
C0058836,C2939447,have
C1955781,C0013922,has_form
C1955781,C0013928,has_form
C1955781,C0013927,has_form
C0086181,C3854457,associated_with
C3854457,C0005839,located_in
C0065533,C0439667,elicits
C0439667,C2328510,located_in
C0439667,C0034052,located_in
C2328510,C0016059,leads_to
C0005847,C0020542,leads_to
C0427896,C0018188,located_in
C0005953,C0577559,occurs_after
C0005953,C0877326,occurs_in_patients_with
C0877326,C0002895,secondary_to
C0018928,C0034052,located_in
C0013879,C0034052,located_in
C0549177,C0042449,are_embolic_in_origin_from
C0035253,C0034065,is_a_risk_factor_for
C0014239,C0034065,is_a_risk_factor_for
C0014239,C0034065,is_a_risk_factor_for
C0014239,C0034065,is_a_risk_factor_for
C0018802,C0034065,is_a_risk_factor_for
C0009905,C0034065,is_a_risk_factor_for
C0423896,C0009905,is_a_type_of
C0346957,C0034065,is_a_risk_factor_for
C0314603,C0034065,is_a_risk_factor_for
C1704212,C0205210,are
C0549177,C0264715,cause
C0549177,C0036974,cause
C0549177,C0011071,cause
C1704212,C0034074,cause
C0024109,C0205250,has_risk_level
C0034057,C1514892,has_property
C0020542,C0392756,caused_by
C0020542,C0034057,caused_by
C0043237,C0020542,classified
C0020542,C0441833,has_classification
C2973725,C0020542,is_a_type_of
C2973725,C0439660,includes
C2973725,C0012634,includes
C0012634,C0700321,affect
C0012634,C0009782,include
C0012634,C0019682,include
C0012634,C0012634,include
C0020542,C0443246,caused_by
C0443246,C0749225,includes
C0443246,C0520863,includes
C0443246,C3258293,includes
C0020542,C0024115,caused_by
C0020542,C0242184,caused_by
C0024115,C0024117,include
C0024115,C0206062,include
C0020542,C0441712,has_mechanism
C0020542,C0441712,has_mechanism
C0746105,C1440080,obliterate
C0746105,C0005767,increase
C0746105,C2265926,increase
C0746105,C0020542,cause
C0026269,C0442805,causes
C0026269,C0428642,causes
C0442805,C0005839,transmitted_to
C0012634,C0020542,leads_to
C4025286,C0020542,cause
C1955781,C0031843,reduce
C0205245,C0456261,leads_to
C0004364,C0489877,involve
C0004364,C2328510,involve
C0004364,C0442805,lead_to
C0004364,C0020542,lead_to
C0036421,C0004364,is_a_type_of
C0520679,C0012634,is_a
C0520679,C0028754,associated_with
C0520679,C0700292,associated_with
C0520679,C0243107,contributes_to
C0520679,C0243107,contributes_to
C0020542,C3203102,referred_to_as
C0152171,C0314603,has
C0152171,C0152171,referred_to_as
C0020542,C0443147,inherited_as
C0314603,C0017337,has_role_in
C4505106,C0020542,are_found_in
C4505106,C0020542,are_found_in
C0017337,C1704259,involved_in
C0037083,C0031847,leads_to
C0037083,C0334094,leads_to
C3178895,C0017337,contribute_to
C0014406,C0017337,contribute_to
C0026882,C0020542,cause
C0020538,C0020564,associated_with
C0020538,C4531232,associated_with
C0020538,C0162770,associated_with
C1300196,C0020538,suggests
C0034069,C0020538,suggests
C0020283,C0020538,suggests
C0008677,C0020538,suggests
C0392747,C0003842,involve
C0333562,C0034052,form_in
C0333562,C0024109,form_in
C0003847,C0020564,affected_by
C0003842,C0020564,affected_by
C0003847,C0162772,affected_by
C0003842,C0162772,affected_by
C0020564,C0524461,cause
C0022023,C1521970,is_a
C0022023,C0220781,has
C0220781,C0150775,produces
C0150775,C0003842,spans
C0020542,C0683368,produces
C0152171,C0439234,most_common_in
C0152171,C3242656,occurs_in
C0152171,C0013404,presents_with
C0152171,C0015672,presents_with
C0152171,C0002965,presents_with
C0020542,C0476273,causes
C0020542,C0010520,causes
C0020542,C0162770,causes
C0020542,C0011065,leads_to
C0034072,C0011065,causes
C0040038,C0034072,complicates
C0032285,C0034072,complicates
C0020542,C0005847,causes
