START_ID,END_ID,TYPE
C0033684,C0033684,includes
C0033684,C0033684,includes
C4277661,C0206589,is_a_type_of
C4277661,C1454475,named_after
C4277661,C1151619,named_after
C4277661,C0007634,recognize
C0007634,C0041980,includes
C0007634,C0030685,includes
C4277661,C2699787,recognize
C2699787,C1517945,includes
C4277661,C0025018,recognize
C0221135,C2936529,signal_via
C2936529,C0033684,is_a_type_of
C2936529,C0534519,activates
C0534519,C1709634,cleaves
C0534519,C0205177,generates
C0021755,C0022023,is_a
C0021755,C0023516,recruits
C0021755,C0015967,induces
C4727023,C3889979,result_in
C3889979,C3890737,also_called
C3890737,C0243076,respond_to_treatment_with
C2936529,C0012634,plays_role_in
C0524637,C0332281,underlies
C0221135,C0023779,detect
C0221135,C1261104,detect
C0023779,C0040300,deposited_in
C1261104,C0040300,deposited_in
C0021368,C2351322,contributes_to
C0021368,C0003850,contributes_to
C1136376,C0007603,expressed_on
C1136376,C0007603,expressed_on
C1136376,C3899074,detect
C1136376,C0021368,elicit
C0206589,C0042776,detect
C0206589,C0079189,stimulate_production_of
C0537408,C0027950,located_on
C0537408,C0024432,located_on
C0537408,C0023516,located_on
C0537408,C1709915,recognize
C0027950,C0004627,detect
C0537408,C0871261,stimulates
C0065684,C0007004,recognize
C0007004,C1709915,contain
C0065684,C0445623,induce
C0206589,C1310468,includes
C1310468,C0445623,recognizes
C0206589,C0012854,includes
C0012854,C0445623,recognizes
C2936529,C0033684,is_a
C2936529,C0007634,recognizes
C2936529,C0445623,recognizes
C2936529,C0205177,induces
C2936529,C0033684,is_a_complex_of
C0183210,C0033684,also_called
C2936529,C0178959,is_a_complex_of
C2936529,C0014442,is_a_complex_of
C0534519,C0205177,converted_from
C0534519,C0205177,converted_to
C0220781,C0441712,proceeds_by
C0033684,C0033684,induces
C0553580,C1879547,is
C1305923,C0014442,form
C0020962,C0520990,provides
C0020962,C0441472,provides
C0079189,C0020969,produced during
C1879547,C0020969,produced during
C0014239,C0020969,produced during
C0079189,C0449432,trigger
C0079189,C0449432,trigger
C1879547,C0449432,trigger
C1879547,C0449432,trigger
C0023516,C0450254,destroy
C0023516,C0599732,ingest
C0023516,C0599732,eliminate
C0021743,C0042776,produced in response to
C0021743,C0007634,act on
C0021743,C0007634,act on
C0021743,C0014442,activate
C0014442,C0028606,degrade
C0014442,C0042774,inhibits
C0020962,C0037083,generates
C0037083,C1749719,stimulate
C0020962,C0024264,consists of
C0020962,C0003241,consists of
C0020962,C0376327,can recognize
C0020967,C0003241,mediated by
C0003241,C0004561,produced by
C0004561,C0004561,also called
C0020966,C0039194,mediated by
C0039194,C0039194,also called
C0003241,C0007634,provide protection against
C0007634,C0005767,located in
C0007634,C0026724,located in
C0007634,C0040300,located in
C0039194,C0521119,important in defense against
C0039195,C0007634,kill
C0039194,C0031307,activate
C0031307,C0445623,kill
C0018894,C0079189,produce
C0007634,C0024264,consist of
C0007634,C0205555,consist of
C0007634,C3178739,consist of
C0024264,C0205369,have
C0024264,C1155229,mount
C0205555,C1291775,capture
C0205555,C1291775,display
C0205555,C0014239,capture
C0205555,C0014239,display
C3178739,C0445623,eliminate
C3178739,C0014239,eliminate
C0004561,C0034788,express
C0039194,C0034788,express
C0024264,C0005775,present in
C0024264,C0502330,present in
C0024264,C0032659,consist of
C0024264,C0035682,develop from
C0035682,C0017337,located in
C0039194,C0040112,mature in
C0004561,C0005953,mature in
C0039194,C0034788,express
C0004561,C0034788,express
C0024264,C0003320,can recognize
C0034788,C0012854,encoded by
C0012854,C1513026,created during
C0034788,C0017337,formed by
C0034788,C0017337,formed by
C0017295,C0004561,is a marker of
C0017295,C0039194,is a marker of
C0007634,C0003241,called
C0007634,C0034790,called
C0205286,C0178784,recirculate through
C0205286,C0178784,recirculate through
C0178784,C0024204,include
C0178784,C0037993,include
C0178784,C0026724,include
C0205286,C0178784,reside in
C0205286,C0178784,reside in
C0376327,C0178784,concentrated in
C0376327,C0024264,bind to
C0376327,C0024264,activate
C0024264,C0597357,express
C0039194,C0034788,express
C3641722,C0024262,induced by
C3641722,C0445623,eliminate
C0682638,C1879547,induced during
C0682638,C0031843,survive in
C0682638,C0545082,respond rapidly upon
C0039194,C0007634,develop_into
C0039194,C0033684,help
C0039194,C0229664,constitute
C0039194,C0014948,is_major_population_in
C0039194,C0024202,is_major_population_in
C0039194,C0332296,cannot_recognize
C0039194,C0175630,cannot_recognize
C0039194,C0024518,sense
C0039194,C0007634,recognize
C0037420,C0007634,depends_on
C0037420,C0037420,depends_on
C0037420,C0007634,results_in
C0037420,C1879547,results_in
C0037420,C1879547,results_in
C0567416,C0034790,are_recognized_by
C0034790,C0124761,is_a
C0034790,C0033684,composed_of
C0337112,C4321381,has
C4321381,C1145667,participates_in
C0337112,C0021008,has
C0021008,C0567416,interacts_with
C0227099,C0030956,are_linked_to
C0033684,C0108779,is_part_of
C0033684,C0108779,is_part_of
C0033684,C0108779,is_part_of
C0337112,C0227099,are_linked_to
C0108779,C0003320,do_not_bind
C0337112,C0003320,do_not_bind
C0108779,C0034790,are_attached_to
C0337112,C0034790,are_attached_to
C0108779,C0175996,initiate
C0337112,C0175996,initiate
C0039194,C0567416,express
C0003323,C0007634,is_expressed_on
C0085358,C0007634,is_expressed_on
C0003323,C1879547,acts_as
C0085358,C1879547,acts_as
C0567416,C0567416,bind_to
C0085358,C0019630,binds_to
C0003323,C0007634,is_expressed_on
C0085358,C0007634,is_expressed_on
C0039215,C0018894,are_called
C0039215,C1327551,secrete
C0003315,C1291775,present
C0445623,C1879547,causes
C1879547,C0334094,includes
C1879547,C0007589,includes
C0600688,C0007634,kills
C0039198,C0020964,suppresses
C0004561,C0007634,are
C0039194,C0007634,are
C0022688,C0007634,are
C2350466,C0024264,are_a_class_of
C5401424,C0024264,are_a_class_of
C0079189,C0007634,help
C0079189,C0004651,help
C0039215,C0020964,have_role_in
C0019693,C0007634,causes
C0007634,C0205082,results_in
C0242629,C0079189,secrete
C0242629,C0007634,kill
C0242629,C0431085,kill
C0242629,C0039195,are_called
C0075747,C0175727,is_a_receptor_for
C0175727,C0445623,are_induced_on
C0007578,C0007634,strengthen_bond_between
C0007578,C0040300,control
C0039194,C0020964,suppress
C0007634,C0039198,are_called
C0039198,C0004359,are_described_in_context_of
C0007634,C0337112,express
C1518999,C0337112,express
C0007634,C0337112,express
C0039194,C0003323,do_not_express
C0039194,C0085358,do_not_express
C0039194,C0567416,recognize
C0023810,C0567416,are_an_example_of
C2350466,C0039194,express_markers_of
C2350466,C0022688,express_markers_of
C2350466,C0023779,recognize
C2350466,C0022023,play_role_in
C0007634,C0019629,recognize_antigens_independently_of
C0007634,C0019629,recognize_antigens_independently_of
C0007634,C0007634,are_less_diverse_than
C0007634,C0007634,are_less_diverse_than
C0007634,C0007634,are_less_diverse_than
C0007634,C0007634,are_less_diverse_than
C0007634,C1155065,is_involved_in
C0124761,C0337112,consists_of
C0124761,C0337112,consists_of
C0124761,C0003320,recognizes
C0003320,C0439855,is_in_form_of
C0439855,C0003315,are_expressed_on
C0439855,C0037083,initiates
C0337112,C0037083,initiates
C0003323,C1155065,is_involved_in
C0075747,C1155065,is_involved_in
C0007634,C0085358,express
C0007634,C0003323,do_not_express
C0085358,C0003323,serves_analogous_role_to
C0024518,C0449913,are
C0019629,C0007634,are_fundamental_to
C0567416,C0021053,are_associated_with
C0024518,C0947630,was_discovered_via
C0024518,C0947630,was_discovered_via
C0019629,C0030956,display
C0019629,C0030956,display
C0039194,C0567416,recognize
C0443288,C0678836,is_a_phenomenon_of
C0086418,C0086418,is_known_as
C0086418,C0017337,consists_of
C0017337,C0008669,is_located_on
C0019630,C1180059,expressed_on
C0019630,C0019728,encoded_by
C0019630,C0019737,encoded_by
C0019630,C0019751,encoded_by
C0019630,C0337112,consist_of
C0337112,C0030956,associated_with
C0030956,C0008633,encoded_by
C0007634,C0205242,contains
C1882417,C0205242,located_in
C0376327,C0019629,bind_to
C0019629,C0039194,present_to
C0007634,C0017446,contains
C0017446,C0085358,binds
C0242629,C0567416,respond_to
C0019630,C0030956,bind
C0019630,C0030956,display
C0030956,C0003320,derived_from
C0003320,C0007634,located_in
C0003342,C0003320,is_a_type_of
C0041361,C0003320,is_a_type_of
C0019630,C0017337,encoded_by
C0019754,C0017446,contains
C0019754,C0017446,contains
C0019754,C0017446,contains
C0019630,C0124761,are
C0124761,C0599220,consist_of
C0124761,C0599220,consist_of
C0019630,C1180059,expressed_on
C0019630,C0033036,expressed_on
C0033036,C0011306,include
C0019630,C0024432,expressed_on
C0019630,C0004561,expressed_on
C0567416,C0205242,contains
C0030956,C0205242,bind_to
C0567416,C1145667,contains
C0017446,C0003323,binds
C0019630,C0030956,bind_to
C0030956,C1333498,derived_from
C1333498,C0007634,synthesized
C0445623,C0007634,are_ingested_and_broken_down_inside
C0039215,C0007634,recognize
C0312743,C1708726,encoded_in
C1305857,C0312743,is_a_type_of
C0446413,C0312743,is_a_type_of
C1521761,C0312743,is_a_type_of
C0041368,C0079189,is_a_type_of
C0024320,C0079189,is_a_type_of
C0079189,C1708726,encoded_in
C0599797,C0205250,are
C0002085,C0017337,are
C0599797,C0002085,have
C0002085,C0014239,number
C0027361,C0017337,expresses
C0017337,C0030956,evolved_to_enable
C0017337,C0871261,evolved_to_enable
C0032529,C0567416,results_in
C0599797,C0008669,located_on
C0599797,C0030551,passed_from
C0599797,C0680063,passed_to
C0599797,C1708726,behave_like
C0017337,C0018591,is_a
C0037047,C0332307,share
C0018591,25%,is
C0013018,C0332307,share
C0018591,C0442811,is
C0032529,C0040732,has_implications_for
C0002085,C0027361,differ_between
C0013018,C0020964,elicit
C0013018,C0227099,are
C0041427,C0181074,accept
C0181074,C0035015,do_not_cause
C0018591,C0237519,may_be_rejected_due_to
C0026190,C1882417,are
C0567416,C1279919,discovered_during
C0567416,C0020964,evoke
C0020964,C1261381,lead_to
C0019630,C0019629,is_a_type_of
C0019630,C0019629,is_a_type_of
C0009498,C0033684,is_a_type_of
C0079189,C0033684,is_a_type_of
C0596902,C1184743,involved_in
C0449432,C1184743,involved_in
C1415563,C1184743,involved_in
C0596902,C0017446,located_in
C0449432,C0017446,located_in
C1415563,C0017446,located_in
C0019629,C0020964,trigger
C0019629,C0003320,are_called
C0002085,C0871261,influences
C0002085,C0871261,influences
C0002085,C1323239,binds
C1323239,C0450254,generated_from
C0039194,C0450254,recognize
C0039194,C0871261,mount
C0440357,C0003320,is_a
C0020517,C0871261,is_a
C0017337,C0018621,makes_susceptible_to
C0018621,C0331432,is_a_colloquial_name_for
C0004364,C0002085,associated_with
C0005953,C0003241,produce
C0003241,C0020967,are_mediators_of
C0004561,C0032659,make_up
C0004561,C0005953,are_present_in
C0004561,C0027627,are_present_in
C0004561,C0003320,recognize
C0003320,C0025255,recognized_by_means_of
C0020861,C1519315,expressed_on_surface_with
C0020861,C0007634,forms
C1519315,C0007634,form
C0039194,C1413237,recognize
C0004561,C0220807,recognize_and_respond_to
C0003241,C0002518,has
C1880371,C0227622,is_a_consequence_of
C0227622,C0017337,creates
C0004561,C0567416,express
C0567416,C0037083,responsible_for
C0567416,C1155003,responsible_for
C0056184,C3539605,is_also_known_as
C0056184,C0056184,is_also_known_as
C0056184,C0699900,recognizes
C0056184,C0871261,promotes
C0014644,C0597357,uses
C0014644,C0004561,binds_to
C0014644,C0004561,infects
C0004561,C0032112,differentiate_into
C0032112,C0003241,secrete
C0021027,C0020852,has_classes
C0021027,C0020861,has_classes
C0021027,C0020835,has_classes
C0020852,C0003241,constitute
C0020861,C0003241,constitute
C0020835,C0003241,constitute
C0020835,C0036537,is_major_isotype_in
C0020846,C0086045,is_present_in
C0020846,C0007634,is_found_attached_to
C0007634,C0025255,composed_of
C0007634,C0020843,composed_of
C0020861,C0003320,recognizes
C0020843,C0003320,recognizes
C0020861,C0037083,associated_with
C0020861,C0037083,associated_with
C0020843,C0037083,associated_with
C0020843,C0037083,associated_with
C0056184,C0312743,is_a_receptor_for
C0056184,C1155003,promotes
C0567416,C0242961,shows_arrangement_of
C0567416,C0242961,shows_arrangement_of
C0567416,C0337112,shows_arrangement_of
C0567416,C0021038,shows_arrangement_of
C0020843,C0007634,expressed_on
C0020843,C0441889,secreted_at
C0332307,C1515877,differ_in_ability_to
C0332307,C0440752,differ_in_ability_to
C0332307,C0520990,have_roles_in
C0332307,C0033575,have_roles_in
C0022688,C0024264,are_a_type_of
C0022688,C1955939,arise_from
C1955939,C0039194,gives_rise_to
C1955939,C0004561,gives_rise_to
C0022688,C5690798,are_a_type_of
C0022688,C0031843,are
C0022688,C0439828,do_not_express
C0022688,C0665952,have
C0022688,C1514758,have
C0665952,C0567416,recognize
C0567416,C3898900,expressed_on
C1514758,C0567416,recognize
C1280500,C1514758,dominate_over
C0665952,C0007634,prevent
C0851162,C0567416,associated_with
C0042769,C0567416,associated_with
C0038435,C0567416,associated_with
C0851162,C0017262,associated_with
C0042769,C0017262,associated_with
C0038435,C0017262,associated_with
C0022688,C1879547,are
C0007634,C0162388,are
C0007634,C0162388,are
C0007634,C0849355,are
C0007634,C0849355,are
C0022688,C0079189,secrete
C0079189,C0002199,include
C0002199,C0024432,activates
C0024432,C0445623,destroy
C0022688,C0007634,provide
C5401424,C0024264,are_a_type_of
C0009170,C0227099,lack
C0009170,C0079189,produce
C0079189,C0039194,are_similar_to_those_made_by
C0009170,C0441833,classified_into
C0441833,C0002199,produce
C0441833,C0021759,produce
C0441833,C0384648,produce
C0002199,C0007634,is_characteristic_of
C0021759,C0007634,is_characteristic_of
C0384648,C0007634,is_characteristic_of
C0022688,C0441833,are_related_to
C0441833,C0002199,produce
C0002199,C0242632,is_also_made_by
C0009170,C0040300,reside_in
C0009170,C0040300,provide
C0009170,C1290884,may_be_participants_in
C0020962,C0007634,contains
C0020962,C0007634,contains
C0011306,C0033036,are_a_type_of
C0011306,C0007634,are_major_cells_for_displaying
C0007634,C0024264,present
C0011306,C0003315,are
C0011306,C0039194,initiate
C0039194,C0003320,against
C0011306,C1184743,have
C0010834,C0011305,resemble
C0010590,C0179586,involved in
C0010590,C0022023,involved in
C0011306,C0221908,located under
C0221908,C0445623,is entry site for
C0221908,C0376327,is entry site for
C0011306,C0040300,located in
C0003320,C0040300,produced in
C0014520,C0023005,are called
C0010590,C0597357,express
C0597357,C0445623,capture
C0597357,C0445623,respond to
C0597357,C0003320,capture
C0597357,C0003320,respond to
C0597357,C0227099,include
C0597357,C1136376,include
C0010590,C0007634,recruited to
C0010590,C0003320,present
C0010590,C0039194,present antigens to
C0010590,C0024518,express
C0010590,C0567416,express
C0567416,C0022023,required for
C0567416,C0007634,required for
C0333825,C0010590,are a subset of
C0333825,C0032112,resemble
C0333825,C0005767,present in
C0333825,C0502330,present in
C0333825,C0079189,produce
C0021743,C0042776,produced in response to
C0242245,C0007634,is a type of
C0242245,C0018120,located in
C0018120,C0037993,located in
C0018120,C0024204,located in
C0340427,C0597357,express
C0340427,C0597357,express
C0340427,C0003241,trap
C0340427,C0009498,trap
C0340427,C0003320,present
C0340427,C0004561,present antigens to
C0004561,C0229654,located in
C0340427,C0003261,promote
C0340427,C0007634,do not capture
C0024432,C0445623,ingest
C0024432,C0457784,ingest
C0024432,C0030956,present
C0030956,C0039194,recognized by
C0039194,C0024432,activate
C0024432,C0445623,kill
C0004651,C0020966,is central to
C0004561,C0030956,present
C0004561,C0018894,present peptides to
C0004561,C0037083,receive
C0037083,C0003261,stimulate
C0003261,C0003320,to
C1879547,C1155229,are critical steps in
C0040300,C0017337,consist of
C0017337,C0205225,also called
C0017337,C0178784,also called
C0039194,C0017337,mature in
C0004561,C0017337,mature in
C0039194,C0003320,become competent to respond to
C0004561,C0003320,become competent to respond to
C1155229,C0178784,initiated in
C1155229,C0445623,to
C0178784,C0027627,also called
C0040112,C0017337,is a
C0039194,C0040112,develop in
C0005953,C0017337,is a
C0005953,C0005773,is site of production of
C0004561,C0005953,mature in
C0178784,C0003320,concentrate
C0178784,C0033036,concentrate
C0178784,C0024264,concentrate
C0178784,C0007634,optimize
C0178784,C1749719,optimize
C0024264,C0178784,located in
C0024204,C0600644,are
C0024204,C1300196,are
C0024204,C0007634,are
C0024204,C0022009,located along
C0553580,C0003320,sample
C0003320,C0024204,carried to
C0003320,C0040300,derived from
C0010590,C0003320,transport
C0003320,C0903677,from
C0003320,C0040300,from
C0010590,C0229889,migrate through
C0010590,C0024204,migrate to
C0003320,C0746922,become concentrated in
C0445623,C0221908,enter through
C0445623,C0040300,colonize
C0037993,C0020964,has important role in
C0020964,C0005767,to
C0005767,C0150775,flows through
C0150775,C0037993,located in
C0024204,C0332437,has
C0024204,C0019638,has
C0024204,C0014239,has
C0014239,C0221971,contains
C0024204,C0014239,has
C0004561,C0242961,segregated in
C0039194,C0242961,segregated in
C0004561,C0024204,located in
C0039194,C0024204,located in
C0553580,C0005767,trap
C0024432,C0005767,trap
C0449913,C0221908,located under
C1184173,C0221908,located under
C1184173,C0221908,located under
C0449913,C0003320,respond to
C1184173,C0003320,respond to
C0003320,C0014609,enter through
C0001428,C0040300,are
C0021853,C0040300,are
C0024264,C0026724,located in
C0026724,C0549177,have
C0026724,C0005902,have
C0178784,C0205148,reflects
C0039194,C0178784,segregated into different regions in
C0004561,C0178784,segregated into different regions in
C0004561,C0221971,concentrated in
C0221971,C0024204,located in
C0221971,C0024202,located around
C0221971,C0024202,located around
C0004561,C0003320,respond to
C0018120,C0282491,develops
C0282491,C0017446,is a
C0039194,C0229579,concentrated in
C0221971,C0004015,contain
C0004015,C0007634,involved in
C0001614,C0010590,contains
C0010590,C0003320,present
C0010590,C0039194,present antigens to
C0039194,C0014948,concentrated in
C0014948,C0037993,located in
C0014948,C0003847,surround
C0004561,C0221971,reside in
C0221971,C0037993,located in
C0024264,C0040300,travel_between
C0024264,C0205145,home_to
C1513872,C0178784,circulate_through
C0003320,C0178784,are_concentrated_in
C0020964,C0178784,are_initiated_in
C3641722,C0205145,migrate_to
C0022023,C0039194,is_important_for
C0039194,C0178784,patrol
C0039194,C0003320,find
C3641722,C0205145,home_to
C3641722,C0445623,eliminate
C0032112,C0205145,do_not_need_to_migrate_to
C0032112,C0003241,secrete
C0003241,C0005767,are_transported_via
C0003241,C0024202,are_transported_via
C0003241,C0040300,are_transported_to
C0079189,C0567416,are
C0079189,C0033684,are
C0079189,C0020947,mediate
C0079189,C0021368,mediate
C0079189,C0021764,are_called
C0021764,C0023516,imply_role_in
C0079189,C1280500,have
C0079189,C0007634,are_produced_by
C0079189,C0007634,act_on
C0079189,C0007634,act_on
C0021755,C1280500,has
C0079189,C0205369,contribute_to
C0079189,C0445623,are_produced_rapidly_after_encountering
C0079189,C0014239,are_produced_rapidly_after_encountering
C0079189,C0021368,function_to_induce
C0079189,C0598312,function_to_inhibit
C0079189,C0812246,include
C0079189,C0021755,include
C0079189,C0123759,include
C0079189,C5690848,include
C0079189,C0002199,include
C0079189,C0282554,include
C0024432,C0079189,are_major_source_of
C0010590,C0079189,are_major_source_of
C0009170,C0079189,are_major_source_of
C0022688,C0079189,are_major_source_of
C0225336,C0079189,can_produce
C0014597,C0079189,can_produce
C0079189,C0039215,are_produced_by
C0039215,C0003320,are_activated_by
C0039215,C0014239,are_activated_by
C0079189,C0596873,function_to_promote
C0079189,C1159914,function_to_promote
C0079189,C3178739,function_to_activate
C0079189,C0021756,include
C0079189,C0021758,include
C0079189,C0021759,include
C0079189,C0384648,include
C0079189,C0002199,include
C0079189,C0020964,serve_to_limit
C0079189,C0020964,serve_to_terminate
C0871261,C0040690,include
C0871261,C0085295,include
C0079189,C0018951,stimulate
C0079189,C0009392,are_called
C0009392,C0005953,stimulate_formation_of
C0009392,C0871261,increase
C0009392,C0871261,increase
C0009392,C0871261,replace
C0009392,C1640380,are_produced_by
C0009392,C0039194,are_produced_by
C0009392,C0024432,are_produced_by
C0009392,C0079460,include
C0009392,C0021761,include
C0079189,C0087111,has
C0033268,C1280500,can_control
C0033268,C0441472,can_control
C0441472,C1280500,can_control
C0441472,C0441472,can_control
C0030705,C0243076,show_responses_to
C0243076,C0039798,are
C0243076,C2699893,are
C0079189,C1290884,are_approved_for_treatment_of
C0079189,C0442740,is_used_to_boost
C0442740,C0079189,are_dependent_on
C0442740,C0018951,include
C0442740,C0042776,include
C1155229,C1261552,develop_in
C1261552,C0678894,consist_of
C1261552,C1879547,consist_of
C1261552,C0334094,consist_of
C1261552,C0205369,consist_of
C1261552,C0205369,consist_of
C1261552,C0221102,consist_of
C1261552,C0871261,consist_of
C0312737,C1548795,are
C0026528,C0445623,apply_to
C0026528,C0871261,apply_to
C0445623,C0227099,can_enter
C0376327,C0227099,can_enter
C0445623,C0007634,are_captured_by
C0003320,C0007634,are_captured_by
C0011306,C5137243,carry
C0039194,C0746922,recirculate_through
C0003320,C0019629,processed_and_displayed_complexed_with
C0003320,C0039194,recognized_by
C1749467,C0221971,captured_in
C1749467,C0221971,concentrated_in
C0221971,C0024204,located_in
C0221971,C0037993,located_in
C0003320,C0004561,recognized_by
C0004561,C0034788,recognize_via
C1291775,C0039194,recognized_by
C1291775,C0004561,recognized_by
C0024432,C1879547,undergoes
C0445623,C0162388,undergo
C0007634,C0162388,undergo
C0011306,C1291775,capture
C1291775,C0221908,from
C1291775,C0040300,from
C0010590,C0746922,transport
C0010590,C0678723,undergo
C0010590,C0019629,express
C0010590,C0175727,express
C0039194,C0030956,recognize
C0030956,C0010590,displayed_on
C0039194,C1514485,activated_to
C0039194,C3178739,differentiate_into
C0039194,C0312737,differentiate_into
C3178739,C0205145,migrate_to
C0312737,C0205145,migrate_to
C3178739,C0020966,function_in
C0312737,C0020966,function_in
C0007634,C0445623,recognize
C0445623,C0031307,ingested_by
C3641722,C0031307,activate
C0031307,C0445623,kill
C0007634,C0271510,enhance
C0007634,C0020964,stimulate
C0600688,C0007634,kill
C0007634,C0445623,harbor
C0445623,C0010834,located_in
C4684428,C0502330,remain_in
C4684428,C0004561,help
C0004561,C0003241,produce
C0039194,C0312737,differentiate_into
C5690798,C1564907,express
C0001551,C0020969,stimulates
C0445623,C0033036,activates
C0033036,C0175727,express
C0001551,C0033036,activates
C0033036,C0175727,express
C0445623,C0033036,activates
C0033036,C0079189,secrete
C0001551,C0033036,activates
C0033036,C0079189,secrete
C0079189,C0334094,stimulate
C0079189,C0007589,stimulate
C0033684,C0007634,are
C1705431,C0033036,expressed_on
C0597357,C1705431,recognizes
C0597357,C0039194,located_on
C1710082,C4763554,activates
C0567416,C4763554,activates
C1710082,C0445623,produced_during
C0032930,C0205263,ensures
C0032930,C1749719,prevents
C1710082,C0007634,provided_by
C0020964,C0027651,to
C0020964,C0332835,to
C0441472,C0441472,differ_from
C0031843,C0031843,differ_from
C0020966,C1879547,involves
C0020966,C0007634,involves
C0039194,C0003320,activated_by
C0039194,C0175727,activated_by
C0039194,C0178784,activated_in
C0039194,C0334094,undergo
C0039194,C3178739,differentiate_into
C3178739,C0205145,migrate_to
C3178739,C0205145,migrate_to
C0039215,C0079189,secrete
C0039215,C1149311,express
C0021756,C0018284,is_a
C0021756,C0039194,acts_on
C0021756,C0334094,stimulates
C0334094,C4763554,leads_to
C0007634,C0023688,mediated_by
C0007634,C0079189,mediated_by
C0054959,C1336652,is_a_member_of
C0167627,C0025252,is_a
C0167627,C0812246,homologous_to
C0039215,C0003320,recognize
C0003320,C0024432,displayed_by
C0039215,C0003320,recognize
C0003320,C0004561,displayed_by
C0039194,C0167627,express
C0167627,C0054959,engages
C0054959,C0024432,located_on
C0167627,C0054959,engages
C0054959,C0004561,located_on
C0167627,C0024432,activates
C0167627,C0004561,activates
C0007634,C3178739,differentiate_into
C3178739,C0079189,secrete
C3178739,C0542341,perform
C0007634,C0002199,secrete
C0002199,C0024426,is_a
C1879547,C0024426,results_in
C0024426,C0024432,leads_to
C0024426,C1261381,leads_to
C0242633,C0021758,produce
C0021758,C0004561,stimulates
C0004561,C0007634,differentiate_into
C0242633,C0021759,produce
C0021759,C0014467,activates
C0242633,C0214743,produce
C0214743,C0014597,activates
C0014597,C0026727,secrete
C0214743,C1704259,induces
C1704259,C0043240,associated_with
C1704259,C0016059,associated_with
C0014467,C0450254,bind_to
C0014467,C0450254,kill
C0450254,C0205145,example_of
C2936411,C0384648,signature_cytokine_is
C2936411,C0027950,recruit
C2936411,C0026473,recruit
C0027950,C0521119,destroy
C0027950,C0016832,destroy
C0027950,C1290884,involved_in
C0026473,C0521119,destroy
C0026473,C0016832,destroy
C0026473,C1290884,involved_in
C1515879,C0227099,differentiate_into
C0227099,C0007634,kill
C0227099,C0442537,eliminate
C0162388,C0449913,depends_on
C0070410,C0553580,stored_in
C1333877,C0553580,stored_in
C0070410,C1521840,released_when
C1333877,C1521840,released_when
C0070410,C0007603,binds_to
C0070410,C1333877,promotes_entry_of
C1333877,C0030940,is_a
C0030940,C0427895,cleave
C0030940,C0427895,activate
C0427895,C0007634,induce
C0871261,C0597357,regulated_by
C0075747,C0021756,is_a
C0075747,C0023688,recognizes
C0075747,C0037083,provides
C0033684,C0111208,include
C0033684,C1418401,include
C0111208,C0665952,is_a
C1418401,C0665952,is_a
C0111208,C0037083,blocks
C0111208,C0037083,blocks
C0111208,C0871261,terminates
C1418401,C0037083,blocks
C1418401,C0037083,blocks
C1418401,C0871261,terminates
C0243077,C0020964,enhances
C0020967,C1879547,involves
C0020967,C0007634,involves
C0004561,C1879547,proliferate_upon
C0004561,C0032112,differentiate_into
C0032112,C0003241,secrete
C1155003,C1704259,has
C0007634,C3178739,differentiate_into
C3178739,C0079189,produce
C0079189,C0221284,act_on
C3178739,C0542341,mediate
C0080202,C0520990,involved_in
C0080202,C0021053,involved_in
C4684428,C0439064,produce
C0003241,C0445623,neutralize
C0003241,C0040549,neutralize
C0009528,C0445623,causes
C0004561,C0003320,recognize
C0004561,C0242632,are_activated_by
C0004561,C0014239,are_activated_by
C4684428,C0334094,undergo
C4684428,C0007634,differentiate_into
C4684428,C0337112,undergo
C4684428,C1817724,undergo
C4684428,C0007634,become
C0003241,C4543203,perform
C0020852,C0009498,activates
C0020861,C0009498,activates
C0020835,C0282558,involved_in
C0020846,C1326120,causes
C0020846,C1879547,causes
C0032594,C0003320,have
C1323236,C0003320,have
C0003320,C0567416,engage
C0003320,C0567416,cross-link
C0003320,C1155003,initiate
C0567416,C0004561,located_on
C0004561,C0039215,require_help_from
C0004561,C0033036,act_as
C0004561,C0003320,ingest
C0004561,C0003320,degrade
C0004561,C0567416,display
C0567416,C0018894,are_recognized_by
C0018894,C0167627,express
C0018894,C0079189,secrete
C0167627,C0004561,activates
C0079189,C0004561,activate
C0007634,C0007634,differentiate_into
C0032112,C0003241,secretes
C0032594,C0242821,stimulate
C0023779,C0242821,stimulate
C0003320,C0033268,induce
C0003320,C0033268,induce
C0003320,C0033268,induce
C0337112,C0031843,increases
C0020852,C1159762,involved_in
C0020852,C0597250,involved_in
C0020835,C0026724,is_secreted_into
C0020846,C0024880,binds_to
C0018894,C0003241,stimulate
C1817724,C0020967,improves
C4684428,C0221971,migrate_into
C4684428,C0282491,form
C0282491,C0206071,are_sites_of
C0282491,C1817724,are_sites_of
C0018894,C0282491,reside_in
C0018894,C5392114,are_called
C5392114,C0206071,stimulate
C5392114,C1817724,stimulate
C0020967,C0445623,combats
C0003241,C0445623,bind_to
C0003241,C0007634,prevent
C0003241,C0445623,neutralize
C0003241,C0445623,coat
C0003241,C0445623,opsonize
C0003241,C0031308,target for
C0004651,C0567416,express
C0021027,C0009498,activate
C0009498,C0031308,promote
C0009498,C1261381,promote
C0020835,C0026724,secreted in
C0020835,C0445623,neutralizes
C0445623,C0017189,located in
C0020852,C0032043,transported across
C0020852,C0021289,protects
C0005528,C0678210,is a form of
C0020846,C0205145,coats
C0020846,C0024880,functions with
